,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5,3N,4,4,4,3,5D,36
1,Back,399,365,533,175,400,379,405,178,550,3384
2,Reg.,381,346,498,150,371,351,388,152,527,3164
3,Hdcp,9,15,3,17,1,13,7,11,5,­
