,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4,3N,4D,5,4,3,4,36
1,Champion,428,526,382,149,427,543,351,215,430,3451
2,Back,428,504,382,149,404,524,343,215,402,3351
3,Reg.,405,492,367,138,388,482,327,196,379,3174
4,Front,381,444,349,135,373,428,312,180,360,2962
5,Ladies,353,444,332,135,357,428,312,166,360,2887
6,Hdcp,9,3,15,13,1,7,11,17,5,­
