,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,5,4,4,3,4,3,5,3,36
1,Back,577,439,285,427,182,392,135,556,168,3161
2,Reg.,553,432,285,411,173,379,135,544,155,3067
3,Hdcp,3,13,15,5,11,7,17,1,9,­
