,IN,10,11,12,13,14,15,16,17,18,計
0,Par,3,4,4,4,5,4,4,3N,5D,36
1,Champion,161,365,470,376,640,369,327,145,535,3388
2,Back,146,358,446,366,618,353,315,132,520,3254
3,Front,139,338,426,344,588,278,305,132,508,3058
4,Ladies,130,338,404,331,562,278,280,115,508,2946
5,Hdcp,16,10,6,14,2,12,4,18,8,­
