,GI　IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,4,3,5,4,3,4,4,35
1,BACK,396,359,342,175,530,346,143,340,433,3064
2,REG,384,337,327,148,502,322,129,321,410,2880
3,Hdcp,10,4,16,14,2,8,18,6,12,­
