,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3N,4D,3,4,4,4,5,36
1,Back,498,437,189,432,193,361,406,413,534,3463
2,Regular,470,410,166,407,161,328,326,372,529,3169
3,Front,413,390,152,397,151,319,309,345,435,2911
4,PRINCE,379,336,118,336,145,268,242,313,415,2552
5,Hdcp,7,3,17,1,15,11,13,5,9,­
