,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Flint Golf Club,White,M,69,69.4,91.4,118,34.6  /  118,34.8  /  118
,Yellow,M,69,68.6,89.5,113,34.2  /  112,34.4  /  113
,Red,F,73,70.3,97.1,114,35.0  /  113,35.3  /  114
Flint Mountain Park Golf Club,Summer White,M,68,65.4,85.2,107,32.7  /  107,32.7  /  107
,Summer Yellow,M,66,64.4,83.8,104,32.2  /  104,32.2  /  104
,White,M,65,63.8,82.4,100,31.4  /  99,32.4  /  101
,Yellow,M,65,62.6,80.8,98,31.3  /  98,31.3  /  98
,Winter White,M,64,61.6,80.1,100,30.8  /  99,30.8  /  100
,Winter Yellow,M,62,60.5,78.6,98,30.2  /  97,30.3  /  98
Flint Mountain Park Golf Club - Flint Mountain Park Golf Club Ladies Course,Summer Red,F,70,66.8,95.2,120,33.4  /  120,33.4  /  120
,Red,F,67,63.7,90.0,112,31.4  /  110,32.3  /  113
,Winter Red,F,64,61.6,84.8,99,30.8  /  99,30.8  /  98
Hawarden Golf Club,White,M,68,68.9,90.9,119,34.6  /  122,34.3  /  115
,Yellow,M,67,67.5,89.2,117,34.0  /  117,33.5  /  116
,Red (Male),M,67,65.5,87.1,116,33.1  /  116,32.4  /  116
,Red,F,69,70.5,99.1,121,35.6  /  122,34.9  /  120
Holywell,White,M,70,69.9,92.2,120,35.0  /  118,34.9  /  122
,Yellow,M,69,68.6,90.3,117,34.7  /  117,33.9  /  116
,Yellow (Winter),M,68,67.3,88.4,114,34.0  /  114,33.3  /  113
,Red Male,M,66,65.6,85.5,108,33.1  /  108,32.5  /  107
,Red,F,70,70.0,97.1,115,35.0  /  114,35.0  /  115
Mold Golf Club,White,M,69,67.4,89.5,119,33.2  /  128,34.2  /  110
,Yellow,M,71,66.8,88.4,117,32.8  /  123,34.0  /  110
,Male Red,M,65,65.0,85.9,112,31.8  /  119,33.2  /  105
,Blue Male,M,64,62.3,82.2,107,30.8  /  115,31.5  /  99
,Yellow Female 2019,F,69,72.2,101.2,123,35.3  /  122,36.9  /  124
,Red Female,F,70,70.3,98.2,119,34.2  /  118,36.1  /  119
,Blue Female,F,66,66.1,91.9,109,32.3  /  109,33.8  /  109
Northop Golf Club,Blue,M,72,71.8,96.8,135,35.6  /  135,36.2  /  135
,White,M,72,71.2,95.6,132,36.2  /  138,35.0  /  125
,Yellow,M,72,69.7,93.2,127,35.2  /  130,34.5  /  123
,Winter Male,M,69,67.7,89.9,120,34.1  /  122,33.6  /  117
Old Padeswood Golf Club,White,M,72,72.4,96.9,132,34.9  /  124,37.5  /  140
,Yellow,M,71,69.5,92.0,121,34.7  /  118,34.8  /  124
,Red,F,72,72.3,101.4,124,36.1  /  123,36.2  /  124
Padeswood & Buckley Golf Club,White,M,69,69.0,90.4,115,34.3  /  111,34.7  /  119
,Yellow,M,69,67.5,88.2,112,33.6  /  109,33.9  /  114
,Red Male,M,68,66.3,86.5,109,33.1  /  104,33.2  /  113
,Blue Male,M,64,62.4,81.0,100,31.4  /  99,31.0  /  101
,White Female,F,73,74.4,102.8,121,36.7  /  116,37.7  /  125
,Yellow Female,F,71,73.0,100.9,118,36.2  /  114,36.8  /  122
,Red,F,71,71.9,98.8,114,35.7  /  111,36.2  /  117
,Blue Female,F,67,67.1,91.5,104,33.8  /  102,33.3  /  105
Pennant Park,White,M,70,69.5,91.5,119,36.0  /  130,33.5  /  107
,Yellow,M,70,68.0,89.6,117,35.1  /  126,32.9  /  107
,red,F,70,70.6,98.9,120,36.3  /  126,34.3  /  114
