,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Monmouth Golf Club,White,M,69,67.6,91.4,128,34.2  /  132,33.4  /  124
,Yellow,M,68,66.7,90.4,128,33.7  /  132,33.0  /  123
,Red,F,71,70.1,99.1,123,35.0  /  126,35.1  /  120
The Rolls of Monmouth Golf Club,White,M,72,72.8,97.0,130,36.2  /  131,36.6  /  129
,Yellow,M,72,70.3,93.7,126,34.9  /  125,35.4  /  127
,Red,F,75,73.2,104.9,135,36.4  /  134,36.8  /  135
