,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Denbigh Golf Club,White,M,70,68.2,89.9,117,34.0  /  116,34.2  /  117
,Yellow,M,69,66.7,87.5,112,33.2  /  110,33.5  /  114
Denbigh Golf Club - Denbigh Golf ClubRed Tees,Red,F,71,70.9,97.8,114,35.9  /  121,35.0  /  107
Rhuddlan Golf Club,White,M,70,72.2,96.1,129,35.6  /  128,36.6  /  129
,Yellow,M,71,71.3,94.8,127,35.5  /  125,35.8  /  128
,Red,F,73,73.7,104.0,129,36.4  /  128,37.3  /  129
Rhyl Golf Club,White,M,71,70.5,93.1,122,35.0  /  121,35.5  /  123
,Yellow,M,70,68.9,90.9,118,34.4  /  118,34.5  /  118
,Red Male,M,68,67.0,88.1,114,33.4  /  113,33.6  /  114
,White Female,F,75,75.8,106.4,130,37.7  /  128,38.1  /  131
,Yellow Female,F,73,74.2,103.9,126,37.0  /  125,37.2  /  127
,Red,F,73,72.4,100.9,121,36.1  /  120,36.3  /  121
Ruthin Pwllglas Golf Club,White,M,66,65.6,87.2,116,32.8  /  116,32.8  /  116
,Yellow,M,66,65.0,86.4,115,32.5  /  115,32.5  /  115
,Red Male,M,66,64.3,85.1,112,32.2  /  112,32.1  /  112
,Yellow Winter Male,M,64,63.9,84.4,111,32.1  /  111,31.8  /  110
,White Female,F,70,71.6,99.1,117,35.8  /  116,35.8  /  117
,Yellow Female,F,70,69.8,96.5,114,34.9  /  113,34.9  /  114
,Red,F,70,69.1,95.3,111,34.7  /  111,34.4  /  111
,Red Winter Female,F,68,68.4,93.9,108,34.2  /  109,34.2  /  107
Saint Melyd Golf Club,White,M,68,68.4,90.7,120,34.1  /  121,34.3  /  119
,Yellow,M,68,67.3,89.6,120,33.7  /  122,33.6  /  118
,Male Red,M,66,66.1,87.7,116,33.0  /  116,33.1  /  116
,White Female,F,72,73.0,101.8,122,36.4  /  121,36.6  /  123
,Yellow Female,F,71,71.9,100.6,122,36.0  /  120,35.9  /  123
,Red,F,73,70.7,98.6,118,35.3  /  116,35.4  /  120
Vale of Llangollen Golf Club,White,M,71,72.5,94.9,121,37.1  /  126,35.4  /  115
,Yellow,M,71,71.0,93.0,119,36.3  /  124,34.7  /  113
,Red,F,74,74.0,103.3,124,37.7  /  127,36.3  /  121
Wrexham Golf Club,Champ White,M,70,70.9,95.7,134,36.8  /  145,34.1  /  122
,White,M,70,70.7,95.4,133,36.7  /  144,34.0  /  122
,Yellow,M,70,69.6,93.7,130,36.1  /  139,33.5  /  121
,Red male,M,67,67.0,90.4,126,34.5  /  136,32.5  /  116
,Junior Male,M,60,61.0,81.1,108,31.2  /  111,29.8  /  105
,Red,F,71,72.3,101.7,125,37.2  /  136,35.1  /  114
,Junior Female,F,65,64.1,89.3,107,33.3  /  114,30.8  /  99
