,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Caerleon Golf Club,White,M,70,69.5,90.9,115,35.2  /  115,34.3  /  115
,Yellow,M,67,67.5,88.4,113,33.8  /  114,33.7  /  111
,Red,F,68,68.4,95.3,114,34.2  /  114,34.2  /  114
Newport (Gwent) Golf Club,White,M,71,71.9,96.3,131,35.7  /  129,36.2  /  133
,Yellow,M,71,71.0,94.8,128,35.2  /  124,35.8  /  132
,Winter Yellow,M,68,69.8,92.8,124,34.8  /  122,35.0  /  126
,Red Male,M,68,69.0,91.7,122,33.9  /  119,35.1  /  125
,Blue Male,M,60,61.1,78.7,95,30.4  /  91,30.7  /  98
,White Female,F,76,76.1,108.2,136,37.8  /  134,38.3  /  138
,Yellow Female,F,74,75.0,106.6,134,37.0  /  131,38.0  /  137
,Red,F,73,73.3,103.5,128,35.9  /  124,37.4  /  132
,Blue Female,F,65,65.4,89.1,101,32.5  /  97,32.9  /  104
Parc Golf Centre,White,M,70,68.6,91.3,123,34.7  /  121,33.9  /  124
,Yellow,M,69,65.1,86.1,113,33.0  /  111,32.1  /  115
,Red Male,M,69,64.7,85.6,113,32.8  /  111,31.9  /  114
Parc Golf Centre - Parc Golf Club,White Female,F,75,74.3,105.1,131,37.7  /  131,36.6  /  130
,Yellow Female,F,72,70.5,99.4,123,35.7  /  123,34.8  /  122
,Red,F,72,70.1,98.8,122,35.5  /  123,34.6  /  120
Wernddu Golf Club,White,M,69,67.1,87.5,110,35.1  /  114,32.0  /  105
,Yellow,M,67,65.7,85.8,108,34.2  /  112,31.5  /  104
,Winter Male,M,65,64.7,84.2,105,33.4  /  109,31.3  /  101
,Red,F,68,66.5,92.9,112,34.2  /  114,32.3  /  110
,Winter Female,F,67,66.3,92.7,112,34.1  /  114,32.2  /  110
