,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Llanwern Golf Club,White,M,70,70.1,94.4,131,35.4  /  137,34.7  /  125
,Yellow,M,69,68.9,92.7,128,34.7  /  132,34.2  /  124
,Winter Yellow,M,68,67.7,90.7,124,34.2  /  127,33.5  /  121
,Blue,M,61,60.2,80.4,109,30.7  /  115,29.5  /  102
,Red,F,71,71.3,102.2,131,35.6  /  129,35.7  /  133
Monmouthshire Golf Club,White,M,68,70.1,94.1,130,35.9  /  137,34.2  /  122
,Yellow,M,67,68.8,91.6,123,35.3  /  126,33.5  /  119
,Blue,M,68,65.6,87.5,118,33.8  /  119,31.8  /  116
,Red,F,72,71.4,101.1,126,36.6  /  126,34.8  /  126
Pontypool Golf Club,White,M,69,68.7,90.2,116,35.4  /  119,33.3  /  112
,Yellow,M,69,67.6,88.6,113,34.7  /  115,32.9  /  111
,Red,F,71,70.5,99.6,124,36.1  /  125,34.4  /  122
St Pierre Hotel & Country Club - Mathern,Red,F,69,70.4,101.3,131,35.2  /  127,35.2  /  135
,Blue,F,68,68.9,99.1,128,34.4  /  125,34.5  /  131
St Pierre Hotel & Country Club - Old Course,Black,M,71,74.4,100.5,141,36.8  /  142,37.6  /  139
,White,M,72,72.9,97.7,134,36.2  /  135,36.7  /  132
,Yellow,M,71,71.3,95.4,130,35.4  /  130,35.9  /  129
,Yellow Winter,M,71,70.1,93.9,128,35.0  /  130,35.1  /  126
Tredegar & Rhymney Golf Club,Male,M,68,67.9,90.8,124,32.8  /  121,35.1  /  126
,Yellow Veterans,M,68,66.4,88.5,119,32.0  /  115,34.4  /  123
,Female,F,72,71.1,99.8,122,34.5  /  120,36.6  /  124
Tredegar Park Golf Club,White,M,72,71.6,94.8,125,35.8  /  127,35.8  /  123
,Yellow,M,72,70.0,92.6,122,35.1  /  123,34.9  /  120
,Yellow Seniors,M,70,68.9,90.9,119,35.1  /  122,33.8  /  115
,Red Male,M,69,66.8,88.2,115,33.7  /  117,33.1  /  113
Tredegar Park Golf Club - Ladies',Red,F,73,72.2,101.4,124,36.0  /  122,36.2  /  125
West Monmouthshire,White,M,71,70.4,94.1,128,35.1  /  130,35.3  /  125
,Yellow,M,68,68.5,90.8,120,34.0  /  123,34.5  /  117
,Green (Winter) Male,M,67,66.3,87.3,113,33.2  /  116,33.1  /  110
,Green (Winter) Female,F,71,70.3,99.0,122,35.2  /  123,35.1  /  120
,Red,F,70,69.2,97.0,118,34.3  /  115,34.9  /  120
Woodlake Park Golf Club,White,M,72,71.5,97.0,138,36.0  /  136,35.5  /  139
,Yellow,M,71,69.8,94.2,131,35.4  /  130,34.4  /  132
,Winter Male,M,70,68.5,92.3,128,34.5  /  127,34.0  /  129
,Red,F,73,72.5,102.1,126,36.9  /  129,35.6  /  122
