,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Anglesey Golf Club,Black,M,71,72.6,94.9,120,36.0  /  119,36.6  /  121
,White,M,70,70.7,93.1,121,35.2  /  122,35.5  /  119
,Yellow,M,68,68.2,90.0,117,34.0  /  117,34.2  /  117
,Winter Comps Male,M,68,67.1,88.1,113,33.5  /  113,33.6  /  113
,Red,F,70,70.0,98.0,119,35.0  /  117,35.0  /  120
Baron Hill,White,M,68,67.4,90.5,125,33.7  /  124,33.7  /  125
,Yellow,M,68,65.8,86.3,111,32.9  /  113,32.9  /  108
,Red,F,70,70.0,96.7,114,34.9  /  113,35.1  /  114
Bull Bay Golf Club,White,M,70,71.9,95.1,125,35.9  /  122,36.0  /  128
,Yellow,M,70,70.4,93.1,122,35.3  /  123,35.1  /  122
,Red,F,73,72.2,101.2,123,36.2  /  125,36.0  /  120
Henllys Hall Golf Club,White,M,71,68.2,91.7,127,33.7  /  127,34.5  /  126
,Yellow,M,69,67.2,89.8,122,33.2  /  122,34.0  /  122
Henllys Hall Golf Club - Henllys Golf Club,Red,F,71,71.4,100.9,125,34.3  /  121,37.1  /  129
Rhosgoch,White,M,66,65.6,87.3,117,32.7  /  115,32.9  /  118
,Yellow,M,62,61.8,79.7,97,30.9  /  97,30.9  /  96
,Red,F,67,66.6,93.3,113,33.1  /  112,33.5  /  114
Storws Wen,White,M,70,67.4,90.5,125,33.8  /  124,33.6  /  125
,Yellow,M,68,65.9,88.3,121,33.5  /  123,32.4  /  118
,Red,F,68,70.1,97.9,118,35.1  /  119,35.0  /  117
