,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Aberdovey Golf Club,White,M,71,72.5,95.7,125,34.5  /  117,38.0  /  132
,Yellow,M,70,70.4,92.9,121,33.3  /  112,37.1  /  130
,Winter Male,M,68,69.3,91.1,118,32.9  /  111,36.4  /  124
,Red Male,M,69,69.3,91.0,117,32.7  /  108,36.6  /  126
,Blue (Male),M,66,64.4,84.7,109,30.8  /  102,33.6  /  116
,Red,F,75,74.9,106.7,135,35.4  /  124,39.5  /  146
,Blue (Female),F,67,68.5,96.6,119,32.4  /  109,36.1  /  129
Abersoch Golf Club,White,M,69,69.0,91.2,120,36.0  /  128,33.0  /  111
,Yellow,M,68,67.9,89.5,117,35.4  /  125,32.5  /  108
,Red,F,70,72.0,100.9,123,36.9  /  130,35.1  /  115
Bala Golf Club,White,M,66,65.1,85.9,112,32.8  /  113,32.3  /  111
,Yellow,M,66,63.6,84.0,110,31.8  /  110,31.8  /  110
,Red,F,66,65.6,89.5,102,33.1  /  101,32.5  /  102
,Red (Alternate First),F,66,64.6,87.3,97,32.5  /  96,32.1  /  97
Nefyn & District Golf Club - Nefyn & District - Ladies,Red,F,75,74.2,102.8,121,36.5  /  121,37.7  /  121
,Red New/Old,F,69,70.4,97.1,113,37.7  /  121,32.7  /  105
,Red Front/Old,F,70,69.2,96.0,114,36.5  /  122,32.7  /  105
Nefyn & District Golf Club - Nefyn & District - Mens,Blue,M,71,72.9,95.8,123,35.8  /  119,37.1  /  127
,White,M,71,71.9,94.2,120,35.6  /  116,36.3  /  124
,Yellow,M,70,70.4,92.3,118,34.4  /  113,36.0  /  123
,White New/Old,M,69,68.3,89.2,113,36.4  /  125,31.9  /  100
,White Front/Old,M,68,67.5,87.8,109,35.6  /  116,31.9  /  102
,Yellow New/Old,M,69,67.2,87.9,112,35.9  /  124,31.3  /  99
,Yellow Front/Old,M,67,65.6,85.4,107,34.4  /  113,31.2  /  100
North Wales Golf Club,White,M,71,70.4,93.6,125,36.5  /  131,33.9  /  118
,Yellow,M,70,68.7,91.1,121,35.4  /  126,33.3  /  115
,Red Male,M,69,67.2,89.2,119,34.5  /  123,32.7  /  114
,White female,F,72,76.7,106.7,127,40.0  /  134,36.7  /  120
,Yellow Female,F,72,74.6,103.7,124,38.8  /  130,35.8  /  117
,Red,F,71,73.0,101.2,120,37.8  /  126,35.2  /  114
Northop Golf Club,Red,F,72,71.0,100.3,125,35.8  /  123,35.2  /  126
Penmaenmawr Golf Club,White,M,67,66.1,88.2,119,33.5  /  123,32.6  /  115
,Yellow,M,67,65.4,87.0,116,33.2  /  119,32.2  /  113
,Winter white,M,67,65.3,87.0,117,33.1  /  121,32.2  /  113
,Winter white winter greens,M,66,64.0,85.2,114,32.3  /  117,31.7  /  111
,Red male,M,65,63.7,84.7,113,32.0  /  114,31.7  /  112
,Male Blue,M,62,61.1,80.8,106,30.6  /  107,30.5  /  105
,Red,F,67,68.2,95.7,117,34.3  /  118,33.9  /  115
,Ladies winter,F,65,65.4,91.2,110,32.8  /  110,32.6  /  109
,Blue female,F,66,63.6,88.8,107,31.8  /  108,31.8  /  106
Porthmadog Golf Club,White,M,71,71.5,94.5,124,35.9  /  132,35.6  /  115
,Yellow,M,69,69.7,92.2,121,35.4  /  130,34.3  /  112
,Red,F,71,71.9,99.1,116,36.9  /  125,35.0  /  106
Pwllheli Golf Club,White,M,69,70.1,92.8,123,35.5  /  122,34.6  /  123
,Yellow,M,69,68.8,91.4,122,35.0  /  122,33.8  /  122
,Winter Alt 18 Men (8-16 & 18),M,66,67.2,89.5,120,33.3  /  119,33.9  /  121
,Winter Alt 18 (8-16) Men,M,66,67.1,89.6,121,33.3  /  119,33.8  /  123
,Red Male,M,68,65.8,86.8,113,33.7  /  115,32.1  /  111
Pwllheli Golf Club - Clwb Golff Pwllheli,Yellow Ladies,F,72,74.7,106.0,133,38.0  /  137,36.7  /  129
,Red,F,70,71.0,100.5,125,36.4  /  130,34.6  /  120
Royal St David's Golf Club,Blue,M,69,73.6,97.4,129,37.7  /  136,35.9  /  121
,White,M,69,72.5,96.1,127,37.0  /  135,35.5  /  119
,Yellow,M,68,71.7,94.7,124,36.6  /  131,35.1  /  116
,Silver B,M,68,71.3,94.2,123,36.6  /  131,34.7  /  115
,Silver A,M,67,70.1,92.5,121,36.0  /  130,34.1  /  111
,Red Male,M,67,69.7,92.0,120,35.7  /  128,34.0  /  112
,Red Male alt Tee,M,67,69.7,92.0,120,35.7  /  128,34.0  /  112
,Green,M,66,67.5,88.9,116,34.8  /  124,32.7  /  107
Royal St David's Golf Club - Royal St Davids Golf Club,Silver B,F,76,76.3,107.8,134,39.5  /  133,36.8  /  134
,Red,F,73,74.3,104.6,129,38.3  /  128,36.0  /  129
,Red (Alt 15th),F,73,74.2,104.6,129,38.3  /  129,35.9  /  129
,Green,F,69,71.6,100.8,124,37.2  /  124,34.4  /  124
Royal Town of Caernarfon Golf Club,White,M,69,69.2,91.0,118,34.5  /  123,34.7  /  112
,yellow,M,69,67.9,89.5,116,33.8  /  122,34.1  /  111
Royal Town of Caernarfon Golf Club - Caernarfon Golf Club,Red,F,70,71.8,101.3,126,36.3  /  131,35.5  /  120
St Deiniol Golf Club,White,M,68,67.7,89.1,116,33.9  /  110,33.8  /  121
,Yellow,M,68,66.6,87.2,111,33.3  /  104,33.3  /  117
,Red Male,M,66,64.3,83.9,106,32.5  /  101,31.8  /  110
St Deiniol Golf Club - Saint Deiniol Golf Club,White Female,F,69,72.6,102.7,128,36.2  /  127,36.4  /  128
,Yellow Female,F,69,71.8,101.3,126,35.7  /  126,36.1  /  125
,Red,F,71,69.5,97.9,121,35.0  /  119,34.5  /  122
