,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Haverfordwest Golf Club,White,M,70,69.3,92.3,124,34.2  /  127,35.1  /  121
,Yellow,M,70,68.3,90.9,122,33.7  /  125,34.6  /  118
,Red Male,M,69,66.4,88.4,119,32.6  /  122,33.8  /  115
Haverfordwest Golf Club - Haverfordwest Golf Club Ladies Red,White Female,F,74,74.8,105.4,130,36.8  /  127,38.0  /  132
,Yellow Female,F,73,73.2,103.3,128,36.0  /  126,37.2  /  130
,Red Female,F,72,71.2,100.2,123,34.9  /  121,36.3  /  125
Milford Haven Golf Club,White,M,70,70.2,94.7,132,36.0  /  133,34.2  /  130
,Yellow,M,69,68.4,92.1,128,35.1  /  130,33.3  /  125
,Winter,M,68,67.3,90.7,126,34.5  /  128,32.8  /  124
,Winter (female),F,71,72.6,102.7,128,37.2  /  134,35.4  /  121
,Red,F,71,71.0,100.3,125,35.9  /  129,35.1  /  120
Newport Links Golf Club,White (Back Nine 2),M,70,70.4,94.0,127,35.2  /  127,35.2  /  127
,White,M,70,70.3,93.7,126,35.1  /  125,35.2  /  127
,Yellow,M,70,68.7,91.3,122,34.4  /  122,34.3  /  122
,Yellow (Back Nine 2),M,70,68.6,91.2,122,34.3  /  122,34.3  /  122
,Red (Back nine 2),F,72,71.2,100.2,123,35.6  /  123,35.6  /  123
,Red,F,71,70.9,100.0,124,35.3  /  124,35.6  /  123
South Pembrokeshire Golf Club,White,M,70,70.8,94.2,126,35.1  /  123,35.7  /  129
,Winter,M,70,69.1,91.9,123,34.0  /  119,35.1  /  126
,Yellow,M,70,69.0,91.8,123,33.9  /  119,35.1  /  126
,Winter Mats Male,M,67,66.9,88.1,114,32.7  /  110,34.2  /  118
,Red,F,73,72.5,100.7,120,36.1  /  116,36.4  /  123
,Winter Mats Female,F,71,71.9,98.9,115,35.2  /  109,36.7  /  120
St Davids City Golf Club,White,M,69,70.0,92.3,120,34.9  /  121,35.1  /  119
,Yellow,M,68,68.4,90.0,116,34.2  /  118,34.2  /  114
,Yellow/Mauve,M,68,68.4,90.0,116,33.7  /  116,34.7  /  116
,Red Male,M,66,66.2,86.8,111,33.1  /  113,33.1  /  109
St Davids City Golf Club - Saint Davids City Golf Club,Red,F,72,71.1,98.6,117,35.5  /  120,35.6  /  114
Tenby Golf Club,Blue,M,70,73.5,97.5,129,37.3  /  125,36.2  /  133
,White,M,70,72.9,96.6,128,37.1  /  125,35.8  /  130
,White Summer Short Hole1,M,70,72.6,96.1,127,36.9  /  123,35.7  /  130
,White Winter Male,M,69,72.2,95.4,125,36.9  /  121,35.3  /  129
,Yellow,M,69,70.3,92.6,120,35.8  /  118,34.5  /  122
,Yellow Winter Male,M,69,70.1,92.4,120,35.5  /  118,34.6  /  122
,Red,M,69,68.3,89.9,116,34.6  /  116,33.7  /  116
,Black,M,67,63.5,83.9,110,31.8  /  109,31.7  /  111
