,uuid,address,courseName
56,320503,栃木県栃木市皆川城内町2498,大平台カントリークラブ
57,321202,栃木県さくら市穂積533-1,喜連川カントリー倶楽部
58,321501,栃木県鹿沼市西鹿沼町入山1140-2,広陵カントリークラブ
59,321102,栃木県鹿沼市楡木町1475,鹿沼72カントリークラブ
60,323302,栃木県宇都宮市新里町甲1081,TCC　鶴カントリー倶楽部
61,321105,栃木県那須烏山市大桶2401,烏山城カントリークラブ
62,321503&cd=2&hl=ja&ct=clnk&gl=jp,栃木県真岡市三谷827,ゴールデンレイクスカントリークラブ
63,321101,栃木県鹿沼市藤江町1545-2,鹿沼カントリー倶楽部
64,322201,栃木県那須塩原市折戸148,塩原カントリークラブ
65,321106,栃木県芳賀郡茂木町大字下菅又735,関東国際カントリークラブ
66,323301,栃木県栃木市尻内町1757-1,都賀カンツリー倶楽部
67,320301,栃木県宇都宮市上戸祭町3100,宇都宮カンツリークラブ
68,322101,栃木県鹿沼市酒野谷1240,皐月ゴルフ倶楽部鹿沼コース
69,320301&cd=2&hl=ja&ct=clnk&gl=jp,栃木県宇都宮市上戸祭町3100,宇都宮カンツリークラブ
70,320502,栃木県さくら市鷲宿3880,大日向カントリー倶楽部
71,322106,栃木県日光市長畑4337,サンレイクカントリークラブ
72,321106&cd=5&hl=ja&ct=clnk&gl=jp,栃木県芳賀郡茂木町大字下菅又735,関東国際カントリークラブ
73,322101&cd=5&hl=ja&ct=clnk&gl=jp,栃木県鹿沼市酒野谷1240,皐月ゴルフ倶楽部鹿沼コース
74,321501&cd=5&hl=ja&ct=clnk&gl=jp,栃木県鹿沼市西鹿沼町入山1140-2,広陵カントリークラブ
75,322201&cd=5&hl=ja&ct=clnk&gl=jp,栃木県那須塩原市折戸148,塩原カントリークラブ
76,320502&cd=5&hl=ja&ct=clnk&gl=jp,栃木県さくら市鷲宿3880,大日向カントリー倶楽部
77,320502&cd=8&hl=ja&ct=clnk&gl=jp,栃木県さくら市鷲宿3880,大日向カントリー倶楽部
78,320301&cd=5&hl=ja&ct=clnk&gl=jp,栃木県宇都宮市上戸祭町3100,宇都宮カンツリークラブ
79,323301&cd=5&hl=ja&ct=clnk&gl=jp,栃木県栃木市尻内町1757-1,都賀カンツリー倶楽部
80,321202&cd=4&hl=ja&ct=clnk&gl=jp,栃木県さくら市穂積533-1,喜連川カントリー倶楽部
81,323302&cd=5&hl=ja&ct=clnk&gl=jp,栃木県宇都宮市新里町甲1081,TCC　鶴カントリー倶楽部
82,325303,栃木県栃木市千塚町561,ゴールド栃木プレジデントカントリークラブ
83,323302&cd=2&hl=ja&ct=clnk&gl=jp,栃木県宇都宮市新里町甲1081,TCC　鶴カントリー倶楽部
84,321503&cd=5&hl=ja&ct=clnk&gl=jp,栃木県真岡市三谷827,ゴールデンレイクスカントリークラブ
85,320503&cd=4&hl=ja&ct=clnk&gl=jp,栃木県栃木市皆川城内町2498,大平台カントリークラブ
86,320503&cd=5&hl=ja&ct=clnk&gl=jp,栃木県栃木市皆川城内町2498,大平台カントリークラブ
87,321105&cd=2&hl=ja&ct=clnk&gl=jp,栃木県那須烏山市大桶2401,烏山城カントリークラブ
88,444302,静岡県沼津市足高字尾上441,沼津ゴルフクラブ
89,445105,静岡県湖西市白須賀5739,浜名湖カントリークラブ
90,440102,静岡県富士宮市猪之頭2971,朝霧ジャンボリーゴルフクラブ
91,445311,静岡県富士宮市西山２６６２,富士チサンカントリークラブ
92,440108,静岡県伊豆市大平柿木1190－1,フジ天城ゴルフ倶楽部
93,445302,静岡県静岡市清水区宍原1783-1,富嶽カントリークラブ
94,440206,静岡県伊豆の国市中1613,伊豆にらやまカントリークラブ
95,445105&cd=5&hl=ja&ct=clnk&gl=jp,静岡県湖西市白須賀5739,浜名湖カントリークラブ
96,445306,静岡県御殿場市東山2472,富士カントリークラブ
97,440104,静岡県沼津市宮本字元野512,愛鷹シックスハンドレッドクラブ
98,440102&cd=2&hl=ja&ct=clnk&gl=jp,静岡県富士宮市猪之頭2971,朝霧ジャンボリーゴルフクラブ
99,445302&cd=2&hl=ja&ct=clnk&gl=jp,静岡県静岡市清水区宍原1783-1,富嶽カントリークラブ
100,440201,静岡県伊豆の国市浮橋１１９８,伊豆大仁カントリークラブ
101,440201&cd=5&hl=ja&ct=clnk&gl=jp,静岡県伊豆の国市浮橋１１９８,伊豆大仁カントリークラブ
102,445311&cd=5&hl=ja&ct=clnk&gl=jp,静岡県富士宮市西山２６６２,富士チサンカントリークラブ
103,440201&cd=2&hl=ja&ct=clnk&gl=jp,静岡県伊豆の国市浮橋１１９８,伊豆大仁カントリークラブ
104,443501,静岡県裾野市桃園300,東名カントリークラブ
105,440108&cd=5&hl=ja&ct=clnk&gl=jp,静岡県伊豆市大平柿木1190－1,フジ天城ゴルフ倶楽部
106,448201,静岡県富士市北松野4222-10,リバー富士カントリークラブ
107,440108&cd=1&hl=ja&ct=clnk&gl=jp,静岡県伊豆市大平柿木1190－1,フジ天城ゴルフ倶楽部
108,440206&cd=5&hl=ja&ct=clnk&gl=jp,静岡県伊豆の国市中1613,伊豆にらやまカントリークラブ
109,443501&cd=5&hl=ja&ct=clnk&gl=jp,静岡県裾野市桃園300,東名カントリークラブ
110,441501,静岡県御殿場市神山1924-2,御殿場ゴルフ倶楽部
111,448201&cd=5&hl=ja&ct=clnk&gl=jp,静岡県富士市北松野4222-10,リバー富士カントリークラブ
112,441501&cd=2&hl=ja&ct=clnk&gl=jp,静岡県御殿場市神山1924-2,御殿場ゴルフ倶楽部
113,445311&cd=2&hl=ja&ct=clnk&gl=jp,静岡県富士宮市西山２６６２,富士チサンカントリークラブ
114,112104,北海道北広島市島松49－5,札幌国際カントリークラブ島松コース
115,112104&cd=5&hl=ja&ct=clnk&gl=jp,北海道北広島市島松49－5,札幌国際カントリークラブ島松コース
116,110512,北海道茅部郡森町赤井川252,大沼レイクゴルフクラブ
117,110403,北海道恵庭市盤尻53-2,恵庭カントリー倶楽部
118,110103,北海道旭川市神居町台場326,旭川ゴルフ倶楽部
119,110101,北海道釧路市阿寒町舌辛14番地,阿寒カントリークラブ
120,111303,北海道阿寒郡鶴居村字幌呂59-1,釧路風林カントリークラブ
121,112104&cd=2&hl=ja&ct=clnk&gl=jp,北海道北広島市島松49－5,札幌国際カントリークラブ島松コース
122,111303&cd=5&hl=ja&ct=clnk&gl=jp,北海道阿寒郡鶴居村字幌呂59-1,釧路風林カントリークラブ
123,110112,北海道美唄市字茶志内250－1,ゴルフ５カントリー美唄コース （旧アルペンGC美唄）
124,111304,北海道北広島市三島113,クラークカントリークラブ
125,111301,北海道阿寒郡鶴居村下幌呂,釧路カントリークラブ
126,112114,北海道札幌市清田区有明463-7,札幌芙蓉カントリー倶楽部
127,110403&cd=2&hl=ja&ct=clnk&gl=jp,北海道恵庭市盤尻53-2,恵庭カントリー倶楽部
128,110112&cd=1&hl=ja&ct=clnk&gl=jp,北海道美唄市字茶志内250－1,ゴルフ５カントリー美唄コース （旧アルペンGC美唄）
129,110202,北海道石狩市八幡町高岡地蔵沢360番地,札幌スコットヒルゴルフ倶楽部
130,111303&cd=6&hl=ja&ct=clnk&gl=jp,北海道阿寒郡鶴居村字幌呂59-1,釧路風林カントリークラブ
131,111304&cd=2&hl=ja&ct=clnk&gl=jp,北海道北広島市三島113,クラークカントリークラブ
132,112114&cd=2&hl=ja&ct=clnk&gl=jp,北海道札幌市清田区有明463-7,札幌芙蓉カントリー倶楽部
133,110101&cd=1&hl=ja&ct=clnk&gl=jp,北海道釧路市阿寒町舌辛14番地,阿寒カントリークラブ
134,110512&cd=2&hl=ja&ct=clnk&gl=jp,北海道茅部郡森町赤井川252,大沼レイクゴルフクラブ
135,110514,北海道小樽市銭函3－177,小樽カントリー倶楽部 旧コース
136,112401,北海道上川郡鷹栖町ひばりが丘,セント旭川ゴルフ倶楽部
137,971101,鹿児島県日置市東市来町伊作田6000,チェリーゴルフ鹿児島シーサイドコース
138,971106,鹿児島県姶良市蒲生町米丸2448,蒲生カントリークラブ
139,971106&cd=5&hl=ja&ct=clnk&gl=jp,鹿児島県姶良市蒲生町米丸2448,蒲生カントリークラブ
140,971106&cd=2&hl=ja&ct=clnk&gl=jp,鹿児島県姶良市蒲生町米丸2448,蒲生カントリークラブ
141,970101,鹿児島県奄美市名瀬大熊小又346-1,奄美カントリークラブ
142,970101&cd=1&hl=ja&ct=clnk&gl=jp,鹿児島県奄美市名瀬大熊小又346-1,奄美カントリークラブ
143,431102,山梨県南都留郡富士河口湖町船津6236,河口湖カントリークラブ
144,432202,山梨県甲斐市牛句3859,昇仙峡カントリークラブ
145,431102&cd=5&hl=ja&ct=clnk&gl=jp,山梨県南都留郡富士河口湖町船津6236,河口湖カントリークラブ
146,430502,山梨県北杜市高根町清里3545－5,丘の公園　清里ゴルフコース
147,432202&cd=5&hl=ja&ct=clnk&gl=jp,山梨県甲斐市牛句3859,昇仙峡カントリークラブ
148,430502&cd=5&hl=ja&ct=clnk&gl=jp,山梨県北杜市高根町清里3545－5,丘の公園　清里ゴルフコース
149,371101,神奈川県相模原市緑区牧野6977－1,神奈川カントリークラブ
150,372102,神奈川県相模原市緑区牧野14342,相模湖カントリークラブ
151,378401,神奈川県中郡大磯町黒岩169,レイクウッドゴルフクラブ
152,373501,神奈川県愛甲郡愛川町三増2607,東名厚木カントリー倶楽部
153,372102&cd=1&hl=ja&ct=clnk&gl=jp,神奈川県相模原市緑区牧野14342,相模湖カントリークラブ
154,375106,神奈川県秦野市西田原花見平1400-5,秦野カントリークラブ
155,370201,神奈川県伊勢原市子易132,伊勢原カントリークラブ
156,338401,群馬県富岡市小桑原432,PGM富岡カントリークラブ　ノースコース
157,373301,神奈川県相模原市緑区三ヶ木492,津久井湖ゴルフ倶楽部
158,370501,神奈川県秦野市横野500,大秦野カントリークラブ
159,370501&cd=5&hl=ja&ct=clnk&gl=jp,神奈川県秦野市横野500,大秦野カントリークラブ
160,374102,神奈川県厚木市中荻野字細谷1941-1,中津川カントリークラブ
161,374102&cd=5&hl=ja&ct=clnk&gl=jp,神奈川県厚木市中荻野字細谷1941-1,中津川カントリークラブ
162,373101,神奈川県厚木市上荻野4088,大厚木カントリークラブ本コース
163,373101&cd=6&hl=ja&ct=clnk&gl=jp,神奈川県厚木市上荻野4088,大厚木カントリークラブ本コース
164,371101&cd=2&hl=ja&ct=clnk&gl=jp,神奈川県相模原市緑区牧野6977－1,神奈川カントリークラブ
165,373301&cd=5&hl=ja&ct=clnk&gl=jp,神奈川県相模原市緑区三ヶ木492,津久井湖ゴルフ倶楽部
166,378401&cd=2&hl=ja&ct=clnk&gl=jp,神奈川県中郡大磯町黒岩169,レイクウッドゴルフクラブ
167,373301&cd=2&hl=ja&ct=clnk&gl=jp,神奈川県相模原市緑区三ヶ木492,津久井湖ゴルフ倶楽部
168,373101&cd=5&hl=ja&ct=clnk&gl=jp,神奈川県厚木市上荻野4088,大厚木カントリークラブ本コース
169,375106&cd=2&hl=ja&ct=clnk&gl=jp,神奈川県秦野市西田原花見平1400-5,秦野カントリークラブ
170,370201&cd=2&hl=ja&ct=clnk&gl=jp,神奈川県伊勢原市子易132,伊勢原カントリークラブ
171,350501,千葉県夷隅郡大多喜町下大多喜2419,大多喜カントリークラブ
172,351103,千葉県市原市古敷谷975,かずさカントリークラブ
173,350505,千葉県勝浦市市野川628,勝浦ゴルフ倶楽部
174,351107,千葉県君津市鹿野山288,鹿野山ゴルフ倶楽部
175,351105,千葉県君津市大坂富士山1639,上総富士ゴルフクラブ
176,350501&cd=4&hl=ja&ct=clnk&gl=jp,千葉県夷隅郡大多喜町下大多喜2419,大多喜カントリークラブ
177,352507,千葉県印西市造谷495-2,総武カントリークラブ・北コース
178,351105&cd=2&hl=ja&ct=clnk&gl=jp,千葉県君津市大坂富士山1639,上総富士ゴルフクラブ
179,351103&cd=4&hl=ja&ct=clnk&gl=jp,千葉県市原市古敷谷975,かずさカントリークラブ
180,351107&cd=4&hl=ja&ct=clnk&gl=jp,千葉県君津市鹿野山288,鹿野山ゴルフ倶楽部
181,351103&cd=1&hl=ja&ct=clnk&gl=jp,千葉県市原市古敷谷975,かずさカントリークラブ
182,350505&cd=2&hl=ja&ct=clnk&gl=jp,千葉県勝浦市市野川628,勝浦ゴルフ倶楽部
183,351107&cd=8&hl=ja&ct=clnk&gl=jp,千葉県君津市鹿野山288,鹿野山ゴルフ倶楽部
184,554501,石川県羽咋郡宝達志水町米出ワ-1,能登カントリークラブ
185,550201,石川県河北郡津幡町大坪井1番地,石川ゴルフ倶楽部
186,551105,石川県かほく市気屋亥4,金沢カントリー倶楽部
187,551108,石川県金沢市東長江町於1,金沢セントラルカントリー倶楽部
188,554502,石川県羽咋郡志賀町大津峰山5,能登ゴルフ倶楽部
189,551107,石川県金沢市蓮如町丁1,金沢ゴルフクラブ
190,552101,石川県鳳珠郡穴水町麦ヶ浦11-1,ザ・カントリークラブ・能登
191,551104,石川県加賀市永井町79-1（山代山中ゴルフ場）,片山津ゴルフ倶楽部　西コース
192,550201&cd=2&hl=ja&ct=clnk&gl=jp,石川県河北郡津幡町大坪井1番地,石川ゴルフ倶楽部
193,551107&cd=2&hl=ja&ct=clnk&gl=jp,石川県金沢市蓮如町丁1,金沢ゴルフクラブ
194,551104&cd=2&hl=ja&ct=clnk&gl=jp,石川県加賀市永井町79-1（山代山中ゴルフ場）,片山津ゴルフ倶楽部　西コース
195,554501&cd=5&hl=ja&ct=clnk&gl=jp,石川県羽咋郡宝達志水町米出ワ-1,能登カントリークラブ
196,551102,石川県小松市那谷町5-30,那谷寺カントリー倶楽部
197,554501&cd=8&hl=ja&ct=clnk&gl=jp,石川県羽咋郡宝達志水町米出ワ-1,能登カントリークラブ
198,551102&cd=2&hl=ja&ct=clnk&gl=jp,石川県小松市那谷町5-30,那谷寺カントリー倶楽部
199,551107&cd=3&hl=ja&ct=clnk&gl=jp,石川県金沢市蓮如町丁1,金沢ゴルフクラブ
200,552101&cd=2&hl=ja&ct=clnk&gl=jp,石川県鳳珠郡穴水町麦ヶ浦11-1,ザ・カントリークラブ・能登
201,554501&cd=4&hl=ja&ct=clnk&gl=jp,石川県羽咋郡宝達志水町米出ワ-1,能登カントリークラブ
202,551101,石川県加賀市日谷町1,加賀カントリークラブ
203,551108&cd=2&hl=ja&ct=clnk&gl=jp,石川県金沢市東長江町於1,金沢セントラルカントリー倶楽部
204,551101&cd=5&hl=ja&ct=clnk&gl=jp,石川県加賀市日谷町1,加賀カントリークラブ
205,551105&cd=1&hl=ja&ct=clnk&gl=jp,石川県かほく市気屋亥4,金沢カントリー倶楽部
206,551105&cd=5&hl=ja&ct=clnk&gl=jp,石川県かほく市気屋亥4,金沢カントリー倶楽部
207,736101,岡山県真庭市字杉山684,真庭カンツリークラブ
208,736101&cd=5&hl=ja&ct=clnk&gl=jp,岡山県真庭市字杉山684,真庭カンツリークラブ
209,732101,岡山県美作市大町878,作州武蔵カントリー倶楽部
210,732101&cd=5&hl=ja&ct=clnk&gl=jp,岡山県美作市大町878,作州武蔵カントリー倶楽部
211,342102,埼玉県児玉郡神川町大字下阿久原1603-1,埼玉国際ゴルフ倶楽部
212,340502,埼玉県さいたま市西区宝来910,大宮国際カントリークラブ
213,343102,埼玉県比企郡滑川町大字福田4045,高根カントリー倶楽部
214,341301,埼玉県飯能市平松470,久邇カントリークラブ
215,341105,埼玉県川越市古谷本郷865-1,川越グリーンクロス
216,340502&cd=2&hl=ja&ct=clnk&gl=jp,埼玉県さいたま市西区宝来910,大宮国際カントリークラブ
217,344501,埼玉県さいたま市西区塚本町2-22-1,ノーザンカントリークラブ錦ヶ原ゴルフ場
218,341104,埼玉県東松山市大字大谷4189,川越カントリークラブ
219,342102&cd=5&hl=ja&ct=clnk&gl=jp,埼玉県児玉郡神川町大字下阿久原1603-1,埼玉国際ゴルフ倶楽部
220,343102&cd=5&hl=ja&ct=clnk&gl=jp,埼玉県比企郡滑川町大字福田4045,高根カントリー倶楽部
221,341301&cd=5&hl=ja&ct=clnk&gl=jp,埼玉県飯能市平松470,久邇カントリークラブ
222,341105&cd=5&hl=ja&ct=clnk&gl=jp,埼玉県川越市古谷本郷865-1,川越グリーンクロス
223,344501&cd=2&hl=ja&ct=clnk&gl=jp,埼玉県さいたま市西区塚本町2-22-1,ノーザンカントリークラブ錦ヶ原ゴルフ場
224,341105&cd=12&hl=ja&ct=clnk&gl=jp,埼玉県川越市古谷本郷865-1,川越グリーンクロス
225,341104&cd=2&hl=ja&ct=clnk&gl=jp,埼玉県東松山市大字大谷4189,川越カントリークラブ
226,340502&cd=5&hl=ja&ct=clnk&gl=jp,埼玉県さいたま市西区宝来910,大宮国際カントリークラブ
227,341104&cd=5&hl=ja&ct=clnk&gl=jp,埼玉県東松山市大字大谷4189,川越カントリークラブ
228,340508,埼玉県比企郡滑川町中尾1185,おおむらさきゴルフ倶楽部
229,340508&cd=2&hl=ja&ct=clnk&gl=jp,埼玉県比企郡滑川町中尾1185,おおむらさきゴルフ倶楽部
230,342102&cd=2&hl=ja&ct=clnk&gl=jp,埼玉県児玉郡神川町大字下阿久原1603-1,埼玉国際ゴルフ倶楽部
231,340508&cd=1&hl=ja&ct=clnk&gl=jp,埼玉県比企郡滑川町中尾1185,おおむらさきゴルフ倶楽部
232,563301,福井県敦賀市みどりヶ丘町165,敦賀国際ゴルフ倶楽部
233,562301,福井県福井市三十八社町32-20-1,杉ノ木台ゴルフクラブ
234,569101,福井県三方上中郡若狭町新道9-3,わかさカントリー倶楽部
235,569101&cd=3&hl=ja&ct=clnk&gl=jp,福井県三方上中郡若狭町新道9-3,わかさカントリー倶楽部
236,563301&cd=1&hl=ja&ct=clnk&gl=jp,福井県敦賀市みどりヶ丘町165,敦賀国際ゴルフ倶楽部
237,565302,福井県あわら市柿原66,福井国際カントリークラブ
238,562301&cd=2&hl=ja&ct=clnk&gl=jp,福井県福井市三十八社町32-20-1,杉ノ木台ゴルフクラブ
239,565302&cd=5&hl=ja&ct=clnk&gl=jp,福井県あわら市柿原66,福井国際カントリークラブ
240,569101&cd=2&hl=ja&ct=clnk&gl=jp,福井県三方上中郡若狭町新道9-3,わかさカントリー倶楽部
241,563301&cd=2&hl=ja&ct=clnk&gl=jp,福井県敦賀市みどりヶ丘町165,敦賀国際ゴルフ倶楽部
242,741201,広島県三原市長谷町291,京覧カントリークラブ
243,741201&cd=2&hl=ja&ct=clnk&gl=jp,広島県三原市長谷町291,京覧カントリークラブ
244,745303,広島県三次市糸井町大山1411,富士三次カントリークラブ
245,745303&cd=5&hl=ja&ct=clnk&gl=jp,広島県三次市糸井町大山1411,富士三次カントリークラブ
246,742202,広島県廿日市市友田220-3,広島紅葉カントリークラブ
247,740504,広島県三原市久井町吉田735-32,尾道ゴルフ倶楽部
248,742202&cd=2&hl=ja&ct=clnk&gl=jp,広島県廿日市市友田220-3,広島紅葉カントリークラブ
249,632101,大阪府堺市南区豊田2989-16,堺カントリークラブ
250,630203,大阪府泉佐野市日根野5320,泉佐野カントリークラブ
251,630203&cd=5&hl=ja&ct=clnk&gl=jp,大阪府泉佐野市日根野5320,泉佐野カントリークラブ
252,631201,大阪府交野市私市3008-1,きさいちカントリークラブ
253,631102,大阪府南河内郡千早赤阪村水分1170,グロワールゴルフ倶楽部
254,631202,大阪府岸和田市大沢町2489-5,岸和田カントリー倶楽部
255,631202&cd=2&hl=ja&ct=clnk&gl=jp,大阪府岸和田市大沢町2489-5,岸和田カントリー倶楽部
256,630202,大阪府堺市南区豊田2990-226,泉ヶ丘カントリークラブ
257,630206,大阪府茨木市宿久庄98,茨木国際ゴルフ倶楽部
258,630201,大阪府池田市畑3-11,PGM池田カントリークラブ
259,630201&cd=2&hl=ja&ct=clnk&gl=jp,大阪府池田市畑3-11,PGM池田カントリークラブ
260,631201&cd=3&hl=ja&ct=clnk&gl=jp,大阪府交野市私市3008-1,きさいちカントリークラブ
261,630206&cd=2&hl=ja&ct=clnk&gl=jp,大阪府茨木市宿久庄98,茨木国際ゴルフ倶楽部
262,631102&cd=1&hl=ja&ct=clnk&gl=jp,大阪府南河内郡千早赤阪村水分1170,グロワールゴルフ倶楽部
263,630202&cd=5&hl=ja&ct=clnk&gl=jp,大阪府堺市南区豊田2990-226,泉ヶ丘カントリークラブ
264,632101&cd=1&hl=ja&ct=clnk&gl=jp,大阪府堺市南区豊田2989-16,堺カントリークラブ
265,631102&cd=2&hl=ja&ct=clnk&gl=jp,大阪府南河内郡千早赤阪村水分1170,グロワールゴルフ倶楽部
266,631201&cd=2&hl=ja&ct=clnk&gl=jp,大阪府交野市私市3008-1,きさいちカントリークラブ
267,721101,島根県浜田市金城町今福1502-2,金城カントリークラブ
268,720202,島根県出雲市湖陵町大池1944,いづも大社カントリークラブ
269,721101&cd=2&hl=ja&ct=clnk&gl=jp,島根県浜田市金城町今福1502-2,金城カントリークラブ
270,720202&cd=1&hl=ja&ct=clnk&gl=jp,島根県出雲市湖陵町大池1944,いづも大社カントリークラブ
271,833101,愛媛県新居浜市萩生字河ノ北129-1,滝の宮カントリークラブ
272,833101&cd=1&hl=ja&ct=clnk&gl=jp,愛媛県新居浜市萩生字河ノ北129-1,滝の宮カントリークラブ
273,533201,三重県鈴鹿市東庄内町字上宮代1447,中日カントリークラブ
274,531301,三重県名張市薦生大峯1116-3,グリーンハイランドカントリー倶楽部
275,536402,三重県伊賀市田中1029,名阪チサンカントリークラブ
276,532104,三重県津市白山町三ケ野1335番地,榊原ゴルフ倶楽部
277,536402&cd=2&hl=ja&ct=clnk&gl=jp,三重県伊賀市田中1029,名阪チサンカントリークラブ
278,535302,三重県いなべ市藤原町上相場640-7,藤原ゴルフクラブ
279,532104&cd=5&hl=ja&ct=clnk&gl=jp,三重県津市白山町三ケ野1335番地,榊原ゴルフ倶楽部
280,532104&cd=2&hl=ja&ct=clnk&gl=jp,三重県津市白山町三ケ野1335番地,榊原ゴルフ倶楽部
281,535302&cd=2&hl=ja&ct=clnk&gl=jp,三重県いなべ市藤原町上相場640-7,藤原ゴルフクラブ
