,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,5D,3N,3,4,5,4,4,36
1,バック,400,395,530,186,187,440,500,400,380,3418
2,レギュラー,375,370,510,160,175,380,480,385,368,3203
3,フロント,355,350,495,141,175,350,470,365,340,3041
4,Hdcp,7,9,3,11,17,1,13,5,15,­
