,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,4,3N,5,3,4,5D,3,36
1,Back,369,496,341,180,576,187,355,512,163,3179
2,Regular,315,470,323,165,556,175,333,483,147,2967
3,Ladies,270,370,270,113,508,110,257,405,128,2431
4,Hdcp,14,4,8,12,2,10,11,6,16,­
