,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,4,4D,4,3,4,3N,5,36
1,Champion,538,435,414,382,389,200,385,146,591,3480
2,Back,538,435,379,382,389,182,316,146,591,3358
3,Regular,503,375,379,360,352,182,316,126,548,3141
4,Ladies,446,332,316,286,298,128,268,117,413,2604
5,Hdcp,10,4,16,8,2,14,12,18,6,­
