,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,4,4,4,5D,3,5,3N,4,36
1,バック,380,360,310,350,560,195,572,155,410,3292
2,レギュラー,370,355,300,345,555,181,556,150,398,3210
3,フロント,370,350,284,345,500,170,548,150,365,3082
4,Hdcp,10,8,16,18,4,14,2,12,6,­
