,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,4,3,4,5D,4,4,3N,5,36
1,Champion,408,446,206,344,552,387,324,149,541,3357
2,Back,408,446,206,344,477,387,324,149,507,3248
3,Regular,374,426,167,310,477,347,309,134,473,3017
4,Ladies,336,336,120,280,403,302,260,124,424,2585
5,Hdcp,9,3,15,13,1,7,11,17,5,­
