Course,Green,Tee,CR,SR,Yards
兼六-湯涌,ベント(メイン),バック,79.7,150,6908
兼六-湯涌,ベント(メイン),レギュラー,76.1,141,6250
兼六-湯涌,ベント(メイン),レディース,71.5,132,5424
兼六-湯涌,ベント(サブ),バック,77.9,142,6590
兼六-湯涌,ベント(サブ),レギュラー,74.2,134,5930
兼六-湯涌,ベント(サブ),レディース,69.6,125,5106
戸室-兼六,ベント(メイン),バック,77.9,146,6576
戸室-兼六,ベント(メイン),レギュラー,74.6,139,5974
戸室-兼六,ベント(メイン),レディース,70.6,130,5258
戸室-兼六,ベント(サブ),バック,77.0,140,6424
戸室-兼六,ベント(サブ),レギュラー,73.6,134,5819
戸室-兼六,ベント(サブ),レディース,69.6,125,5104
湯涌-戸室,ベント(メイン),バック,77.8,144,6528
湯涌-戸室,ベント(メイン),レギュラー,74.9,137,5990
湯涌-戸室,ベント(メイン),レディース,70.7,129,5248
湯涌-戸室,ベント(サブ),バック,76.7,138,6306
湯涌-戸室,ベント(サブ),レギュラー,73.6,132,5769
湯涌-戸室,ベント(サブ),レディース,69.6,123,5030
