Course,Green,Tee,CR,SR,Yards
石鎚-赤石,ベント,コンペ,79.7,146,6759
石鎚-赤石,ベント,青,78.8,142,6578
石鎚-赤石,ベント,白,76.8,140,6254
石鎚-赤石,ベント,銀,75.0,136,5963
石鎚-赤石,ベント,金,73.4,133,5700
石鎚-赤石,ベント,赤,71.0,126,5225
石鎚-赤石,ベント,桃,69.4,124,4950
石鎚-赤石,ベント,紫,68.1,121,4714
別子-石鎚,ベント,コンペ,79.6,145,6753
別子-石鎚,ベント,青,78.5,143,6582
別子-石鎚,ベント,白,76.7,139,6264
別子-石鎚,ベント,銀,74.9,137,5984
別子-石鎚,ベント,金,73.3,134,5742
別子-石鎚,ベント,赤,70.4,127,5230
別子-石鎚,ベント,桃,68.7,125,4920
別子-石鎚,ベント,紫,67.5,121,4683
赤石-別子,ベント,コンペ,79.3,145,6694
赤石-別子,ベント,青,78.7,142,6556
赤石-別子,ベント,白,76.7,138,6242
赤石-別子,ベント,銀,75.1,136,5965
赤石-別子,ベント,金,73.5,133,5712
赤石-別子,ベント,赤,70.8,125,5227
赤石-別子,ベント,桃,69.5,123,4972
赤石-別子,ベント,紫,68.2,120,4739
