Course,Green,Tee,CR,SR,Yards
東アウト-東イン,ベントBG,バック,78.1,142,6869
東アウト-東イン,ベントBG,レギュラー,76.4,137,6543
東アウト-東イン,ベントBG,フロント1,74.9,133,6235
東アウト-東イン,ベントBG,レディース1,73.6,130,6009
東アウト-東イン,ベントBG,レディース2,70.0,120,5317
東アウト-東イン,ベントKG,バック,76.6,138,6633
東アウト-東イン,ベントKG,レギュラー,75.1,134,6312
東アウト-東イン,ベントKG,フロント1,73.5,130,6003
東アウト-東イン,ベントKG,レディース1,72.3,126,5775
東アウト-東イン,ベントKG,レディース2,69.0,117,5083
西アウト-西イン,ベントBG,バック,77.8,141,6850
西アウト-西イン,ベントBG,レギュラー,75.8,136,6461
西アウト-西イン,ベントBG,フロント1,74.4,132,6177
西アウト-西イン,ベントBG,レディース1,73.6,130,6024
西アウト-西イン,ベントBG,レディース2,71.2,123,5572
西アウト-西イン,ベントKG,バック,77.5,140,6780
西アウト-西イン,ベントKG,レギュラー,75.4,134,6396
西アウト-西イン,ベントKG,フロント1,74.0,131,6115
西アウト-西イン,ベントKG,レディース1,73.3,129,5969
西アウト-西イン,ベントKG,レディース2,70.9,123,5517
