Course,Green,Tee,CR,SR,Yards
天城-富士,Aグリーン,BT,72.8,140,6899
天城-富士,Aグリーン,RT,70.7,137,6433
天城-富士,Aグリーン,FT1,68.9,134,6050
天城-富士,Aグリーン,FT2,68.7,133,6021
天城-富士,Aグリーン,ST,65.1,126,5269
天城-富士,Aグリーン,LT,63.3,122,4862
天城-富士,Bグリーン,BT,71.9,138,6736
天城-富士,Bグリーン,RT,69.8,136,6308
天城-富士,Bグリーン,FT1,68.0,132,5939
天城-富士,Bグリーン,FT2,68.0,132,5929
天城-富士,Bグリーン,ST,64.5,125,5168
天城-富士,Bグリーン,LT,62.8,120,4769
富士-箱根,Aグリーン,BT,72.4,136,6935
富士-箱根,Aグリーン,RT,70.2,133,6480
富士-箱根,Aグリーン,FT1,68.7,130,6157
富士-箱根,Aグリーン,FT2,68.4,129,6107
富士-箱根,Aグリーン,ST,65.2,123,5443
富士-箱根,Aグリーン,LT,63.7,118,5095
富士-箱根,Bグリーン,BT,70.9,134,6620
富士-箱根,Bグリーン,RT,68.9,132,6203
富士-箱根,Bグリーン,FT1,67.5,129,5895
富士-箱根,Bグリーン,FT2,67.4,128,5863
富士-箱根,Bグリーン,ST,64.3,121,5203
富士-箱根,Bグリーン,LT,62.8,116,4863
箱根-天城,Aグリーン,BT,72.4,135,6854
箱根-天城,Aグリーン,RT,70.5,132,6437
箱根-天城,Aグリーン,FT1,69.0,129,6123
箱根-天城,Aグリーン,FT2,68.9,128,6102
箱根-天城,Aグリーン,ST,65.5,122,5402
箱根-天城,Aグリーン,LT,63.8,118,5033
箱根-天城,Bグリーン,BT,71.4,135,6652
箱根-天城,Bグリーン,RT,69.3,133,6235
箱根-天城,Bグリーン,FT1,67.9,130,5918
箱根-天城,Bグリーン,FT2,67.8,129,5896
箱根-天城,Bグリーン,ST,64.4,123,5191
箱根-天城,Bグリーン,LT,62.8,119,4822
