Course,Green,Tee,CR,SR,Yards
西-南,サブ(右),黒,79.8,141,6820
西-南,サブ(右),青,77.3,135,6396
西-南,サブ(右),白,75.8,133,6161
西-南,サブ(右),金,72.3,125,5618
西-南,サブ(右),赤,69.7,118,5186
西-南,メイン(左),黒,79.7,140,6816
西-南,メイン(左),青,77.2,136,6392
西-南,メイン(左),白,75.8,132,6149
西-南,メイン(左),金,72.1,127,5606
西-南,メイン(左),赤,69.7,120,5166
南-中,メイン(左),黒,79.0,136,6658
南-中,メイン(左),青,76.3,131,6237
南-中,メイン(左),白,75.4,128,6063
南-中,メイン(左),金,71.7,123,5518
南-中,メイン(左),赤,69.4,116,5069
南-中,サブ(右),黒,78.8,134,6646
南-中,サブ(右),青,76.1,131,6218
南-中,サブ(右),白,75.1,130,6047
南-中,サブ(右),金,71.6,123,5511
南-中,サブ(右),赤,69.1,116,5062
中-西,メイン(左),黒,78.5,134,6594
中-西,メイン(左),青,76.1,131,6201
中-西,メイン(左),白,75.0,127,6006
中-西,メイン(左),金,72.0,123,5568
中-西,メイン(左),赤,70.3,118,5219
中-西,サブ(右),黒,78.4,133,6582
中-西,サブ(右),青,75.8,130,6188
中-西,サブ(右),白,74.7,128,6004
中-西,サブ(右),金,71.9,122,5561
中-西,サブ(右),赤,70.0,117,5214
