Course,Green,Tee,CR,SR,Yards
イン-アウト,ベント,バック,72.2,127,6859
イン-アウト,ベント,レギュラー,70.2,125,6455
イン-アウト,ベント,フロント1,68.3,120,6056
イン-アウト,ベント,レディース,65.3,115,5439
