Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,73.9,139,7020
アウト-イン,ベント,レギュラー,71.6,132,6501
アウト-イン,ベント,フロント,69.2,127,5989
アウト-イン,ベント,ゴールド,67.2,120,5520
アウト-イン,ベント,レディース,66.4,118,5326
アウト-イン,ベント,レディースF,65.2,116,5064
アウト-イン,ベント,プラチナ,62.3,110,4403
