Course,Green,Tee,CR,SR,Yards
中-西,Bグリーン,バック,77.4,140,6822
中-西,Bグリーン,レギュラー,75.6,135,6481
中-西,Bグリーン,フロント1,73.2,129,6038
中-西,Bグリーン,フロント2,69.8,120,5370
中-西,Aグリーン,バック,77.2,139,6662
中-西,Aグリーン,レギュラー,75.4,134,6310
中-西,Aグリーン,フロント1,73.1,129,5865
中-西,Aグリーン,フロント2,69.6,119,5194
東-中,Bグリーン,バック,77.2,139,6707
東-中,Bグリーン,レギュラー,76.1,137,6488
東-中,Bグリーン,フロント1,73.0,128,5904
東-中,Bグリーン,フロント2,70.1,120,5343
東-中,Aグリーン,バック,76.6,138,6588
東-中,Aグリーン,レギュラー,75.5,135,6369
東-中,Aグリーン,フロント1,72.4,127,5785
東-中,Aグリーン,フロント2,69.6,119,5224
西-東,Aグリーン,バック,77.0,139,6704
西-東,Aグリーン,レギュラー,75.2,134,6353
西-東,Aグリーン,フロント1,72.8,128,5908
西-東,Aグリーン,フロント2,69.5,119,5236
西-東,Bグリーン,バック,76.9,139,6711
西-東,Bグリーン,レギュラー,75.4,134,6439
西-東,Bグリーン,フロント1,72.9,128,5946
西-東,Bグリーン,フロント2,69.8,120,5341
