Course,Green,Tee,CR,SR,Yards
松の木-さざんか,コーライ,バック,70.8,128,6627
松の木-さざんか,コーライ,レギュラー,69.5,123,6188
松の木-さざんか,コーライ,フロント1,68.4,120,5502
松の木-さざんか,ベント,バック,69.3,123,6242
松の木-さざんか,ベント,レギュラー,68.0,119,5835
松の木-さざんか,ベント,フロント1,67.1,116,5344
椎の木-松の木,コーライ,バック,70.3,126,6536
椎の木-松の木,コーライ,レギュラー,69.0,122,6134
椎の木-松の木,コーライ,フロント1,67.9,118,5281
椎の木-松の木,ベント,バック,69.2,123,6256
椎の木-松の木,ベント,レギュラー,67.8,118,5864
椎の木-松の木,ベント,フロント1,66.8,115,5034
さざんか-椎の木,コーライ,バック,69.9,125,6451
さざんか-椎の木,コーライ,レギュラー,68.5,121,6058
さざんか-椎の木,コーライ,フロント1,67.3,117,5171
さざんか-椎の木,ベント,バック,68.9,122,6154
さざんか-椎の木,ベント,レギュラー,67.4,117,5775
さざんか-椎の木,ベント,フロント1,66.4,114,5082
