Course,Green,Tee,CR,SR,Yards
伊豆-愛鷹Par37,Aグリーン,バック,77.4,140,6702
伊豆-愛鷹Par37,Aグリーン,レギュラー,75.1,134,6265
伊豆-愛鷹Par37,Aグリーン,フロント,70.8,123,5446
伊豆-愛鷹Par37,Bグリーン,バック,76.6,138,6552
伊豆-愛鷹Par37,Bグリーン,レギュラー,74.3,132,6123
伊豆-愛鷹Par37,Bグリーン,フロント,70.0,120,5302
伊豆-愛鷹,Aグリーン,バック,77.2,139,6659
伊豆-愛鷹,Aグリーン,レギュラー,74.9,133,6227
伊豆-愛鷹,Aグリーン,フロント,70.3,121,5351
伊豆-愛鷹,Bグリーン,バック,76.4,137,6509
伊豆-愛鷹,Bグリーン,レギュラー,74.1,131,6085
伊豆-愛鷹,Bグリーン,フロント,69.6,119,5207
愛鷹Par37-駿河Par36,Aグリーン,バック,75.8,136,6382
愛鷹Par37-駿河Par36,Aグリーン,レギュラー,73.9,131,6021
愛鷹Par37-駿河Par36,Aグリーン,フロント,70.2,121,5326
愛鷹Par37-駿河Par36,Bグリーン,バック,74.9,133,6246
愛鷹Par37-駿河Par36,Bグリーン,レギュラー,73.1,129,5893
愛鷹Par37-駿河Par36,Bグリーン,フロント,69.6,119,5196
愛鷹-駿河,Aグリーン,バック,75.3,134,6293
愛鷹-駿河,Aグリーン,レギュラー,73.3,129,5915
愛鷹-駿河,Aグリーン,フロント,69.2,118,5082
愛鷹-駿河,Bグリーン,バック,74.5,132,6157
愛鷹-駿河,Bグリーン,レギュラー,72.5,127,5787
愛鷹-駿河,Bグリーン,フロント,68.5,116,4952
伊豆-駿河Par36,Aグリーン,バック,75.1,134,6226
伊豆-駿河Par36,Aグリーン,レギュラー,73.3,129,5878
伊豆-駿河Par36,Aグリーン,フロント,69.5,119,5126
伊豆-駿河Par36,Bグリーン,バック,74.6,133,6146
伊豆-駿河Par36,Bグリーン,レギュラー,72.8,128,5798
伊豆-駿河Par36,Bグリーン,フロント,69.1,118,5046
伊豆-駿河,Aグリーン,バック,74.9,133,6180
伊豆-駿河,Aグリーン,レギュラー,72.9,128,5810
伊豆-駿河,Aグリーン,フロント,68.9,117,4977
伊豆-駿河,Bグリーン,バック,74.4,132,6100
伊豆-駿河,Bグリーン,レギュラー,72.4,127,5730
伊豆-駿河,Bグリーン,フロント,68.4,116,4897
