Course,Green,Tee,CR,SR,Yards
SOUTH-WEST,ベント,バック,74.1,139,7109
SOUTH-WEST,ベント,レギュラー,71.8,134,6604
SOUTH-WEST,ベント,フロント,69.2,130,6074
SOUTH-WEST,ベント,ゴールド,65.7,118,5324
SOUTH-WEST,ベント,レディース,63.7,114,4879
WEST-EAST,ベント,バック,73.6,135,6976
WEST-EAST,ベント,レギュラー,71.2,132,6490
WEST-EAST,ベント,フロント,68.7,129,5977
WEST-EAST,ベント,ゴールド,65.4,117,5278
WEST-EAST,ベント,レディース,63.1,114,4819
EAST-SOUTH,ベント,バック,73.5,137,6961
EAST-SOUTH,ベント,レギュラー,71.2,133,6488
EAST-SOUTH,ベント,フロント,68.5,128,5961
EAST-SOUTH,ベント,ゴールド,65.1,115,5228
EAST-SOUTH,ベント,レディース,63.8,111,4932
