Course,Green,Tee,CR,SR,Yards
泉-緑ヶ丘,Aグリーン,バック,73.5,135,7006
泉-緑ヶ丘,Aグリーン,レギュラー,71.9,130,6670
泉-緑ヶ丘,Aグリーン,フロント,70.7,127,6386
泉-緑ヶ丘,Aグリーン,レディースB,68.7,122,5986
泉-緑ヶ丘,Aグリーン,ゴールド,68.3,121,5844
泉-緑ヶ丘,Aグリーン,レディースR,66.5,115,5515
泉-緑ヶ丘,Aグリーン,レディースG,63.9,107,4959
緑ヶ丘-野坂山,Aグリーン,バック,72.5,132,6748
緑ヶ丘-野坂山,Aグリーン,レギュラー,71.1,128,6441
緑ヶ丘-野坂山,Aグリーン,フロント,70.0,125,6164
緑ヶ丘-野坂山,Aグリーン,レディースB,68.8,122,5953
緑ヶ丘-野坂山,Aグリーン,ゴールド,67.6,118,5621
緑ヶ丘-野坂山,Aグリーン,レディースR,66.5,115,5456
野坂山-泉,Aグリーン,バック,72.2,131,6696
野坂山-泉,Aグリーン,レギュラー,70.6,127,6357
野坂山-泉,Aグリーン,フロント,69.5,123,6076
野坂山-泉,Aグリーン,レディースB,68.9,123,5999
野坂山-泉,Aグリーン,ゴールド,68.3,120,5735
野坂山-泉,Aグリーン,レディースR,66.8,116,5537
