Course,Green,Tee,CR,SR,Yards
桜-百合,Aグリーン,バック,71.9,139,6712
桜-百合,Aグリーン,レギュラー,69.8,135,6235
桜-百合,Aグリーン,フロント1,66.8,127,5577
桜-百合,Aグリーン,フロント2,64.5,124,5121
桜-百合,Bグリーン,バック,71.0,135,6543
桜-百合,Bグリーン,レギュラー,68.9,131,6065
桜-百合,Bグリーン,フロント1,66.1,126,5399
桜-百合,Bグリーン,フロント2,63.5,121,4942
百合-藤,Aグリーン,バック,71.8,137,6633
百合-藤,Aグリーン,レギュラー,69.6,133,6140
百合-藤,Aグリーン,フロント1,66.9,126,5502
百合-藤,Aグリーン,フロント2,66.0,124,5324
百合-藤,Bグリーン,バック,70.8,135,6431
百合-藤,Bグリーン,レギュラー,68.7,131,5951
百合-藤,Bグリーン,フロント1,65.7,124,5297
百合-藤,Bグリーン,フロント2,64.9,123,5119
藤-桜,Aグリーン,バック,71.5,134,6597
藤-桜,Aグリーン,レギュラー,69.6,130,6175
藤-桜,Aグリーン,フロント1,67.5,126,5713
藤-桜,Aグリーン,フロント2,66.1,124,5435
藤-桜,Bグリーン,バック,70.6,130,6436
藤-桜,Bグリーン,レギュラー,68.8,127,6024
藤-桜,Bグリーン,フロント1,67.0,125,5546
藤-桜,Bグリーン,フロント2,65.2,121,5267
