Course,Green,Tee,CR,SR,Yards
橘-霧島,ベント,バック,79.6,148,6668
橘-霧島,ベント,レギュラー,77.6,145,6284
橘-霧島,ベント,フロント1,75.2,139,5884
橘-霧島,ベント,レディース,70.9,125,5192
橘-霧島,コーライ,バック,78.3,149,6462
橘-霧島,コーライ,レギュラー,76.6,141,6088
橘-霧島,コーライ,フロント1,74.0,133,5688
橘-霧島,コーライ,レディース,69.5,117,4996
霧島-尾鈴,ベント,バック,79.0,143,6559
霧島-尾鈴,ベント,レギュラー,76.9,139,6181
霧島-尾鈴,ベント,フロント1,75.0,134,5874
霧島-尾鈴,ベント,レディース,71.0,121,5249
霧島-尾鈴,コーライ,バック,77.6,143,6328
霧島-尾鈴,コーライ,レギュラー,75.5,135,5946
霧島-尾鈴,コーライ,フロント1,73.5,128,5639
霧島-尾鈴,コーライ,レディース,69.6,115,5024
橘-尾鈴,ベント,バック,77.6,143,6337
橘-尾鈴,ベント,レギュラー,75.7,141,5973
橘-尾鈴,ベント,フロント1,73.8,134,5612
橘-尾鈴,ベント,レディース,70.3,126,5099
橘-尾鈴,コーライ,バック,76.3,143,6074
橘-尾鈴,コーライ,レギュラー,74.3,135,5714
橘-尾鈴,コーライ,フロント1,72.1,127,5353
橘-尾鈴,コーライ,レディース,68.9,118,4846
