Course,Green,Tee,CR,SR,Yards
みかさOUT-みかさIN,ベント(メイン),バック,71.3,129,6433
みかさOUT-みかさIN,ベント(メイン),レギュラー,70.2,125,6167
みかさOUT-みかさIN,ベント(メイン),フロント,69.3,123,5941
みかさOUT-みかさIN,ベント(サブ),バック,70.0,125,6110
みかさOUT-みかさIN,ベント(サブ),レギュラー,68.9,122,5844
みかさOUT-みかさIN,ベント(サブ),フロント,67.9,118,5618
かもOUT-かもIN,ベント(メイン),バック,69.7,124,6270
かもOUT-かもIN,ベント(メイン),レギュラー,68.6,121,6015
かもOUT-かもIN,ベント(メイン),フロント,67.9,118,5807
かもOUT-かもIN,ベント(サブ),バック,68.6,121,5969
かもOUT-かもIN,ベント(サブ),レギュラー,67.6,118,5714
かもOUT-かもIN,ベント(サブ),フロント,66.8,115,5506
