Course,Green,Tee,CR,SR,Yards
西コース OUT-西コース IN,ベント,バック,77.0,138,6391
西コース OUT-西コース IN,ベント,レギュラー,74.7,133,5997
西コース OUT-西コース IN,ベント,レディース,70.2,123,5212
西コース OUT-西コース IN,コーライ,バック,75.3,137,6091
西コース OUT-西コース IN,コーライ,レギュラー,73.1,131,5700
西コース OUT-西コース IN,コーライ,レディース,68.6,121,4921
東コース OUT-東コース IN,ベント,バック,76.8,135,6430
東コース OUT-東コース IN,ベント,レギュラー,74.8,132,6091
東コース OUT-東コース IN,ベント,レディース,70.2,124,5288
東コース OUT-東コース IN,コーライ,バック,75.1,134,6166
東コース OUT-東コース IN,コーライ,レギュラー,73.2,130,5827
東コース OUT-東コース IN,コーライ,レディース,68.6,120,5024
