Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,71.8,130,6686
アウト-イン,ベント,レギュラー,69.2,123,6089
アウト-イン,ベント,フロント,67.1,116,5536
アウト-イン,ベント,レディース,65.1,110,5018
