Course,Green,Tee,CR,SR,Yards
東・南 OUT-東・南 IN,Aグリーン,バック,80.1,140,6808
東・南 OUT-東・南 IN,Aグリーン,レギュラー,78.8,138,6579
東・南 OUT-東・南 IN,Aグリーン,フロント,75.9,133,6105
東・南 OUT-東・南 IN,Aグリーン,ゴールド,73.5,126,5684
東・南 OUT-東・南 IN,Aグリーン,レディース,70.5,123,5192
東・南 OUT-東・南 IN,Bグリーン,バック,79.4,139,6658
東・南 OUT-東・南 IN,Bグリーン,レギュラー,78.0,136,6424
東・南 OUT-東・南 IN,Bグリーン,フロント,75.2,129,5953
東・南 OUT-東・南 IN,Bグリーン,ゴールド,72.7,124,5532
東・南 OUT-東・南 IN,Bグリーン,レディース,70.2,122,5103
西 OUT-西 IN,Aグリーン,レギュラー,73.4,127,5684
西 OUT-西 IN,Aグリーン,フロント,71.2,125,5368
西 OUT-西 IN,Aグリーン,ゴールド,69.8,123,5216
西 OUT-西 IN,Aグリーン,レディース,68.8,119,4902
