Course,Green,Tee,CR,SR,Yards
OUT-IN,ベント,バック,71.5,129,6337
OUT-IN,ベント,レギュラー,71.2,129,6288
OUT-IN,ベント,フロント1,69.8,124,5959
OUT-IN,ベント,フロント2,68.1,119,5526
