Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,80.8,142,7024
アウト-イン,ベント,レギュラー,77.9,137,6527
アウト-イン,ベント,フロント1,75.2,130,6057
アウト-イン,コーライ,バック,78.6,140,6673
アウト-イン,コーライ,レギュラー,75.6,135,6176
アウト-イン,コーライ,フロント1,72.8,129,5706
