Course,Green,Tee,CR,SR,Yards
白山アウト-白山イン,ベント,バック,75.7,142,7118
白山アウト-白山イン,ベント,レギュラー,72.8,139,6585
白山アウト-白山イン,ベント,フロント,70.8,136,6179
白山アウト-白山イン,ベント,ゴールド,70.1,136,6030
白山アウト-白山イン,ベント,レディース,68.7,130,5726
加賀アウト-加賀イン,ベント,バック,75.0,133,7038
加賀アウト-加賀イン,ベント,レギュラー,72.1,133,6466
加賀アウト-加賀イン,ベント,フロント,70.3,132,6113
加賀アウト-加賀イン,ベント,ゴールド,69.9,130,6010
加賀アウト-加賀イン,ベント,レディース,66.3,118,5243
日本海アウト-日本海イン,ベント,バック,71.7,131,6596
日本海アウト-日本海イン,ベント,レギュラー,70.1,130,6219
日本海アウト-日本海イン,ベント,フロント,69.7,130,6130
日本海アウト-日本海イン,ベント,ゴールド,68.6,127,5900
日本海アウト-日本海イン,ベント,レディース,65.2,119,5278
