Course,Green,Tee,CR,SR,Yards
アウト-イン,Aグリーン,トーナメント,82.1,145,7378
アウト-イン,Aグリーン,チャンピオン,79.5,140,6907
アウト-イン,Aグリーン,バック,77.6,136,6601
アウト-イン,Aグリーン,レギュラー,75.9,134,6304
アウト-イン,Aグリーン,フロント,72.2,126,5663
アウト-イン,Bグリーン,トーナメント,80.5,139,7089
アウト-イン,Bグリーン,チャンピオン,77.8,135,6635
アウト-イン,Bグリーン,バック,76.2,131,6347
アウト-イン,Bグリーン,レギュラー,74.3,127,6034
アウト-イン,Bグリーン,フロント,70.6,120,5385
