Course,Green,Tee,CR,SR,Yards
東74アウト-東74イン,Aグリーン,チャンピオン,81.9,145,7279
東74アウト-東74イン,Aグリーン,バック,79.5,141,6881
東74アウト-東74イン,Aグリーン,レギュラー,77.9,138,6609
東74アウト-東74イン,Aグリーン,フロント,74.6,132,6092
東74アウト-東74イン,Bグリーン,チャンピオン,80.3,145,6983
東74アウト-東74イン,Bグリーン,バック,78.1,140,6580
東74アウト-東74イン,Bグリーン,レギュラー,76.4,137,6337
東74アウト-東74イン,Bグリーン,フロント,73.4,131,5836
東72アウト-東72イン,Aグリーン,チャンピオン,81.7,144,7233
東72アウト-東72イン,Aグリーン,バック,78.9,138,6722
東72アウト-東72イン,Aグリーン,レギュラー,76.9,135,6422
東72アウト-東72イン,Aグリーン,フロント,73.9,129,5926
東72アウト-東72イン,Bグリーン,チャンピオン,80.1,145,6918
東72アウト-東72イン,Bグリーン,バック,77.5,138,6421
東72アウト-東72イン,Bグリーン,レギュラー,75.7,136,6150
東72アウト-東72イン,Bグリーン,フロント,72.6,129,5670
西アウト-西イン,Aグリーン,チャンピオン,79.9,139,6920
西アウト-西イン,Aグリーン,バック,77.8,135,6561
西アウト-西イン,Aグリーン,レギュラー,75.5,131,6208
西アウト-西イン,Aグリーン,フロント,72.4,126,5700
西アウト-西イン,Bグリーン,チャンピオン,79.0,139,6752
西アウト-西イン,Bグリーン,バック,76.9,136,6401
西アウト-西イン,Bグリーン,レギュラー,74.6,131,6034
西アウト-西イン,Bグリーン,フロント,71.6,126,5542
