Course,Green,Tee,CR,SR,Yards
南-東,ベント,バック,80.2,139,7129
南-東,ベント,レギュラー,77.9,134,6724
南-東,ベント,フロント,74.0,126,6051
南-東,ベント,レディース,67.5,114,4925
南-東,コーライ,バック,79.5,137,6913
南-東,コーライ,レギュラー,77.2,133,6518
南-東,コーライ,フロント,73.4,125,5853
南-東,コーライ,レディース,66.8,113,4720
西-南,ベント,バック,79.6,138,7089
西-南,ベント,レギュラー,76.8,132,6618
西-南,ベント,フロント,73.2,125,5991
西-南,ベント,レディース,67.8,113,5018
西-南,コーライ,バック,78.7,137,6923
西-南,コーライ,レギュラー,76.1,132,6470
西-南,コーライ,フロント,72.7,125,5854
西-南,コーライ,レディース,66.9,113,4847
東-西,ベント,バック,78.8,135,6930
東-西,ベント,レギュラー,75.9,127,6394
東-西,ベント,フロント,73.2,124,5942
東-西,ベント,レディース,67.1,113,4883
東-西,コーライ,バック,77.6,133,6718
東-西,コーライ,レギュラー,74.7,127,6198
東-西,コーライ,フロント,72.1,124,5747
東-西,コーライ,レディース,66.1,113,4725
