Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,71.0,132,6611
アウト-イン,ベント,レギュラー,69.2,127,6207
アウト-イン,ベント,フロント1,67.3,123,5848
アウト-イン,ベント,ゴールド,65.4,117,5455
アウト-イン,ベント,レディース1,64.3,113,5045
