Course,Green,Tee,CR,SR,Yards
権現(アウト)-権現(イン),メインベント,バック,76.2,137,6633
権現(アウト)-権現(イン),メインベント,レギュラー,74.1,131,6238
権現(アウト)-権現(イン),メインベント,フロント,72.4,127,5910
権現(アウト)-権現(イン),メインベント,レディース,69.6,119,5302
権現(アウト)-権現(イン),サブベント,バック,75.9,136,6568
権現(アウト)-権現(イン),サブベント,レギュラー,73.8,131,6174
権現(アウト)-権現(イン),サブベント,フロント,72.1,126,5852
権現(アウト)-権現(イン),サブベント,レディース,69.3,118,5243
勝成(アウト)-勝成(イン),ベント,バック,73.9,131,6107
勝成(アウト)-勝成(イン),ベント,レギュラー,72.8,128,5838
勝成(アウト)-勝成(イン),ベント,フロント,71.1,123,5510
勝成(アウト)-勝成(イン),ベント,レディース,67.4,113,4721
