Course,Green,Tee,CR,SR,Yards
中-東,ベント,バック,77.1,128,6464
中-東,ベント,レギュラー,75.3,124,6107
中-東,ベント,フロント,73.5,120,5799
中-東,ベント,レディース,69.7,115,5170
中-東,コーライ,バック,75.7,118,6252
中-東,コーライ,レギュラー,73.7,115,5923
中-東,コーライ,フロント,72.1,111,5610
中-東,コーライ,レディース,68.2,106,4976
西-中,ベント,バック,76.9,128,6341
西-中,ベント,レギュラー,74.7,126,5941
西-中,ベント,フロント,72.9,121,5643
西-中,ベント,レディース,69.4,116,5085
西-中,コーライ,バック,75.0,120,6135
西-中,コーライ,レギュラー,72.8,115,5757
西-中,コーライ,フロント,71.1,111,5456
西-中,コーライ,レディース,67.5,104,4860
東-西,ベント,バック,76.6,130,6387
東-西,ベント,レギュラー,74.6,124,6012
東-西,ベント,フロント,72.6,121,5678
東-西,ベント,レディース,69.3,117,5113
東-西,コーライ,バック,75.1,125,6165
東-西,コーライ,レギュラー,72.7,120,5770
東-西,コーライ,フロント,71.0,118,5464
東-西,コーライ,レディース,67.7,111,4878
