Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,79.9,140,7008
アウト-イン,ベント,レギュラー,76.6,133,6393
アウト-イン,ベント,フロント1,73.6,127,5832
アウト-イン,ベント,フロント2,70.0,119,5179
