Course,Green,Tee,CR,SR,Yards
アウト-イン,メイン,バック,78.8,142,6441
アウト-イン,メイン,レギュラー,76.4,135,6091
アウト-イン,メイン,フロント,74.1,132,5764
アウト-イン,メイン,ゴールド,72.8,128,5472
アウト-イン,メイン,レディース,68.0,117,4666
アウト-イン,サブ,バック,77.8,141,6321
アウト-イン,サブ,レギュラー,75.4,136,5972
アウト-イン,サブ,フロント,73.3,133,5645
アウト-イン,サブ,ゴールド,72.0,128,5354
アウト-イン,サブ,レディース,67.3,115,4548
