Course,Green,Tee,CR,SR,Yards
南-東,Aグリーン,バック,70.8,128,6505
南-東,Aグリーン,レギュラー,69.3,123,6156
南-東,Aグリーン,フロント1,68.2,119,5868
南-東,Aグリーン,フロント2,65.1,110,4980
南-東,Bグリーン,バック,70.4,126,6420
南-東,Bグリーン,レギュラー,69.0,122,6071
南-東,Bグリーン,フロント1,67.9,118,5781
南-東,Bグリーン,フロント2,65.0,110,4935
東-西,Aグリーン,バック,70.1,125,6302
東-西,Aグリーン,レギュラー,68.9,122,6004
東-西,Aグリーン,フロント1,68.1,119,5765
東-西,Aグリーン,フロント2,65.8,112,5124
東-西,Bグリーン,バック,70.0,125,6302
東-西,Bグリーン,レギュラー,68.9,122,6004
東-西,Bグリーン,フロント1,68.0,119,5760
東-西,Bグリーン,フロント2,65.7,112,5109
西-南,Aグリーン,バック,70.0,125,6321
西-南,Aグリーン,レギュラー,68.8,121,6010
西-南,Aグリーン,フロント1,68.0,119,5803
西-南,Aグリーン,フロント2,64.9,110,4922
西-南,Bグリーン,バック,69.3,123,6172
西-南,Bグリーン,レギュラー,68.1,119,5861
西-南,Bグリーン,フロント1,67.3,117,5657
西-南,Bグリーン,フロント2,64.6,109,4828
