Course,Green,Tee,CR,SR,Yards
日本海-立山,ペンクロス,バック,72.3,132,6745
日本海-立山,ペンクロス,レギュラー,70.0,125,6231
日本海-立山,ペンクロス,フロント1,68.8,121,5923
日本海-立山,クレンショウ,バック,72.0,131,6695
日本海-立山,クレンショウ,レギュラー,69.7,124,6158
日本海-立山,クレンショウ,フロント1,68.5,121,5848
白山-日本海,ペンクロス,バック,71.7,130,6688
白山-日本海,ペンクロス,レギュラー,70.2,125,6342
白山-日本海,ペンクロス,フロント1,68.9,122,6004
白山-日本海,クレンショウ,バック,71.3,129,6604
白山-日本海,クレンショウ,レギュラー,69.8,124,6243
白山-日本海,クレンショウ,フロント1,68.4,120,5902
立山-白山,ペンクロス,バック,71.0,128,6529
立山-白山,ペンクロス,レギュラー,68.8,121,5995
立山-白山,ペンクロス,フロント1,67.7,118,5679
立山-白山,クレンショウ,バック,70.3,126,6399
立山-白山,クレンショウ,レギュラー,68.1,119,5837
立山-白山,クレンショウ,フロント1,67.1,116,5524
