Course,Green,Tee,CR,SR,Yards
西コース OUT-西コース IN,ベント,バック,70.5,130,6391
西コース OUT-西コース IN,ベント,レギュラー,68.7,127,5997
西コース OUT-西コース IN,ベント,レディース,64.9,118,5212
西コース OUT-西コース IN,コーライ,バック,69.1,127,6091
西コース OUT-西コース IN,コーライ,レギュラー,67.3,124,5700
西コース OUT-西コース IN,コーライ,レディース,63.4,115,4921
東コース OUT-東コース IN,ベント,バック,70.3,125,6430
東コース OUT-東コース IN,ベント,レギュラー,68.9,120,6091
東コース OUT-東コース IN,ベント,レディース,65.2,112,5288
東コース OUT-東コース IN,コーライ,バック,69.2,122,6166
東コース OUT-東コース IN,コーライ,レギュラー,67.5,117,5827
東コース OUT-東コース IN,コーライ,レディース,63.9,109,5024
