Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,72.7,133,6821
アウト-イン,ベント,レギュラー1,70.9,128,6446
アウト-イン,ベント,レギュラー2,69.4,123,6070
アウト-イン,ベント,フロント,68.0,119,5708
