Course,Green,Tee,CR,SR,Yards
東-西,コーライ,バック,70.7,127,6661
東-西,コーライ,レギュラー,68.4,120,6266
東-西,コーライ,フロント1,67.9,118,5873
東-西,ベント,バック,70.5,126,6618
東-西,ベント,レギュラー,68.3,120,6223
東-西,ベント,フロント1,67.7,118,5826
中-東,コーライ,バック,70.5,126,6641
中-東,コーライ,レギュラー,68.4,120,6231
中-東,コーライ,フロント1,68.0,119,5899
中-東,ベント,バック,70.4,126,6618
中-東,ベント,レギュラー,68.4,120,6206
中-東,ベント,フロント1,68.0,119,5888
西-中,ベント,バック,70.2,125,6540
西-中,ベント,レギュラー,68.7,121,6225
西-中,ベント,フロント1,68.0,119,5938
西-中,コーライ,バック,70.0,125,6548
西-中,コーライ,レギュラー,68.5,121,6235
西-中,コーライ,フロント1,67.9,118,5892
