Course,Green,Tee,CR,SR,Yards
東アウト-東イン,ベント,チャンピオン,76.0,141,7306
東アウト-東イン,ベント,ブラック,76.0,139,7256
東アウト-東イン,ベント,ブルー,74.2,138,6888
東アウト-東イン,ベント,ホワイト,72.4,133,6512
東アウト-東イン,ベント,イエロー,70.1,128,6046
東アウト-東イン,ベント,レッド,67.7,127,5615
西アウト-西イン,ベントA,ブラック,74.5,136,6958
西アウト-西イン,ベントA,ブルー,72.7,132,6613
西アウト-西イン,ベントA,ホワイト,70.6,131,6177
西アウト-西イン,ベントA,イエロー,68.8,125,5780
西アウト-西イン,ベントA,レッド,65.5,118,5153
西アウト-西イン,ベントB,ブラック,73.5,136,6767
西アウト-西イン,ベントB,ブルー,71.7,135,6422
西アウト-西イン,ベントB,ホワイト,69.6,130,5986
西アウト-西イン,ベントB,イエロー,67.6,125,5589
西アウト-西イン,ベントB,レッド,64.5,114,4962
