Course,Green,Tee,CR,SR,Yards
東-中,Rグリーン,バック,72.0,130,6663
東-中,Rグリーン,レギュラー,70.2,127,6278
東-中,Rグリーン,レディース2,68.9,121,5775
東-中,Rグリーン,レディース1,68.6,121,5722
東-中,Lグリーン,バック,71.3,134,6510
東-中,Lグリーン,レギュラー,69.5,130,6124
東-中,Lグリーン,レディース2,68.2,126,5620
東-中,Lグリーン,レディース1,68.0,125,5572
南-東,Rグリーン,バック,71.4,125,6534
南-東,Rグリーン,レギュラー,69.7,121,6162
南-東,Rグリーン,レディース2,68.9,117,5721
南-東,Rグリーン,レディース1,67.9,116,5506
南-東,Lグリーン,バック,70.7,128,6434
南-東,Lグリーン,レギュラー,69.0,126,6062
南-東,Lグリーン,レディース2,68.3,122,5614
南-東,Lグリーン,レディース1,67.3,121,5399
中-南,Lグリーン,バック,71.2,130,6388
中-南,Lグリーン,レギュラー,69.3,126,5970
中-南,Lグリーン,レディース2,68.3,123,5544
中-南,Lグリーン,レディース1,67.5,122,5377
中-南,Rグリーン,バック,71.2,128,6385
中-南,Rグリーン,レギュラー,69.3,124,5966
中-南,Rグリーン,レディース2,68.0,119,5536
中-南,Rグリーン,レディース1,67.3,118,5374
