Course,Green,Tee,CR,SR,Yards
玄海-遠賀,ベントA,バック,76.7,133,6300
玄海-遠賀,ベントA,レギュラー,74.2,129,5920
玄海-遠賀,ベントA,フロント1,73.0,128,5752
玄海-遠賀,ベントA,レディース,69.6,119,5070
玄海-遠賀,ベントB,バック,75.2,134,6148
玄海-遠賀,ベントB,レギュラー,73.0,129,5768
玄海-遠賀,ベントB,フロント1,71.8,127,5597
玄海-遠賀,ベントB,レディース,68.2,119,4883
筑紫-玄海,ベントA,バック,76.1,134,6276
筑紫-玄海,ベントA,レギュラー,73.8,129,5940
筑紫-玄海,ベントA,フロント1,72.2,126,5714
筑紫-玄海,ベントA,レディース,68.8,119,5010
筑紫-玄海,ベントB,バック,75.0,134,6082
筑紫-玄海,ベントB,レギュラー,72.7,129,5747
筑紫-玄海,ベントB,フロント1,71.1,125,5513
筑紫-玄海,ベントB,レディース,67.7,119,4819
遠賀-筑紫,ベントA,バック,74.6,132,5938
遠賀-筑紫,ベントA,レギュラー,72.4,127,5650
遠賀-筑紫,ベントA,フロント1,71.4,125,5476
遠賀-筑紫,ベントA,レディース,68.0,117,4854
遠賀-筑紫,ベントB,バック,73.6,132,5762
遠賀-筑紫,ベントB,レギュラー,71.5,128,5475
遠賀-筑紫,ベントB,フロント1,70.3,126,5296
遠賀-筑紫,ベントB,レディース,67.1,119,4696
