Course,Green,Tee,CR,SR,Yards
トーナメントIN-リゾートIN,ベント,バック,79.1,144,7113
トーナメントIN-リゾートIN,ベント,レギュラー,75.6,135,6460
トーナメントIN-リゾートIN,ベント,フロント1,73.5,130,6115
トーナメントIN-リゾートIN,ベント,フロント2,68.1,115,4988
トーナメントOUT-トーナメントIN,ベント,バック,78.9,144,7104
トーナメントOUT-トーナメントIN,ベント,レギュラー,75.9,136,6529
トーナメントOUT-トーナメントIN,ベント,フロント1,73.1,129,6060
トーナメントOUT-トーナメントIN,ベント,フロント2,68.4,116,5059
トーナメントOUT-リゾートIN,ベント,バック,78.6,143,7013
トーナメントOUT-リゾートIN,ベント,レギュラー,75.5,135,6423
トーナメントOUT-リゾートIN,ベント,フロント1,72.5,127,5937
トーナメントOUT-リゾートIN,ベント,フロント2,67.8,114,4937
トーナメントIN-リゾートOUT,ベント,バック,78.4,142,7009
トーナメントIN-リゾートOUT,ベント,レギュラー,75.2,134,6391
トーナメントIN-リゾートOUT,ベント,フロント1,73.3,129,6089
トーナメントIN-リゾートOUT,ベント,フロント2,68.0,115,4980
トーナメントOUT-リゾートOUT,ベント,バック,77.9,141,6909
トーナメントOUT-リゾートOUT,ベント,レギュラー,75.0,134,6354
トーナメントOUT-リゾートOUT,ベント,フロント1,72.4,127,5911
トーナメントOUT-リゾートOUT,ベント,フロント2,67.8,114,4929
リゾートOUT-リゾートIN,ベント,バック,77.9,141,6918
リゾートOUT-リゾートIN,ベント,レギュラー,74.5,132,6285
リゾートOUT-リゾートIN,ベント,フロント1,72.7,128,5966
リゾートOUT-リゾートIN,ベント,フロント2,67.5,114,4858
