Course,Green,Tee,CR,SR,Yards
アウト-イン,ベント,バック,80.5,149,6859
アウト-イン,ベント,レギュラー,78.2,144,6496
アウト-イン,ベント,フロント,75.7,138,6068
アウト-イン,ベント,ゴールド,74.8,135,5908
アウト-イン,ベント,レディスⅠ,73.9,134,5781
アウト-イン,ベント,レディスⅡ,72.9,131,5615
アウト-イン,ベント,レディスⅢ,68.8,123,4970
