Course,Green,Tee,CR,SR,Yards
さくら-つつじ,コーライ,バック,71.9,125,6787
さくら-つつじ,コーライ,レギュラー,70.2,121,6413
さくら-つつじ,コーライ,フロント,67.6,116,5855
さくら-つつじ,コーライ,レディース,64.3,107,5112
さくら-つつじ,ベント,バック,70.5,121,6485
さくら-つつじ,ベント,レギュラー,68.8,118,6111
さくら-つつじ,ベント,フロント,66.2,112,5553
さくら-つつじ,ベント,レディース,63.0,103,4810
さつき-さくら,コーライ,バック,71.3,125,6607
さつき-さくら,コーライ,レギュラー,69.6,122,6265
さつき-さくら,コーライ,フロント,66.7,115,5645
さつき-さくら,コーライ,レディース,64.5,109,5157
さつき-さくら,ベント,バック,69.6,122,6312
さつき-さくら,ベント,レギュラー,68.1,118,5970
さつき-さくら,ベント,フロント,65.2,112,5350
さつき-さくら,ベント,レディース,63.0,106,4862
つつじ-さつき,コーライ,バック,71.0,128,6510
つつじ-さつき,コーライ,レギュラー,69.4,126,6166
つつじ-さつき,コーライ,フロント,66.7,117,5556
つつじ-さつき,コーライ,レディース,63.6,109,4849
つつじ-さつき,ベント,バック,69.5,125,6235
つつじ-さつき,ベント,レギュラー,67.9,122,5891
つつじ-さつき,ベント,フロント,65.2,115,5281
つつじ-さつき,ベント,レディース,62.2,106,4574
