Course,Green,Tee,CR,SR,Yards
志野アウト-志野イン,ベント,BT,73.8,136,7117
志野アウト-志野イン,ベント,RT,71.9,130,6720
志野アウト-志野イン,ベント,FT,70.3,126,6387
志野アウト-志野イン,ベント,LT・FT2,68.4,120,5898
織部アウト-織部イン,ベント,BT,73.6,135,7181
織部アウト-織部イン,ベント,RT,72.2,131,6878
織部アウト-織部イン,ベント,FT,70.5,126,6500
織部アウト-織部イン,コーライ/G2,BT,72.0,131,6880
織部アウト-織部イン,コーライ/G2,RT,70.7,127,6578
織部アウト-織部イン,コーライ/G2,FT,69.2,123,6211
黄瀬戸アウト-黄瀬戸イン,ベント,BT,71.7,130,6701
黄瀬戸アウト-黄瀬戸イン,ベント,RT,70.3,126,6386
黄瀬戸アウト-黄瀬戸イン,ベント,FT,69.1,122,6078
黄瀬戸アウト-黄瀬戸イン,コーライ/G2,BT,70.1,125,6406
黄瀬戸アウト-黄瀬戸イン,コーライ/G2,RT,68.9,122,6093
黄瀬戸アウト-黄瀬戸イン,コーライ/G2,FT,67.8,118,5791
