Course,Green,Tee,CR,SR,Yards
レイク・アウト-レイク・イン,Aグリーン,チャンピオン,74.3,137,7191
レイク・アウト-レイク・イン,Aグリーン,バック,72.0,131,6709
レイク・アウト-レイク・イン,Aグリーン,レギュラー,70.3,126,6329
レイク・アウト-レイク・イン,Aグリーン,シニア,67.8,118,5653
レイク・アウト-レイク・イン,Bグリーン,チャンピオン,74.3,137,7248
レイク・アウト-レイク・イン,Bグリーン,バック,72.1,131,6760
レイク・アウト-レイク・イン,Bグリーン,レギュラー,70.3,126,6381
レイク・アウト-レイク・イン,Bグリーン,シニア,67.9,118,5710
みさの・アウト-みさの・イン,Aグリーン,チャンピオン,73.4,135,7015
みさの・アウト-みさの・イン,Aグリーン,バック,71.9,130,6689
みさの・アウト-みさの・イン,Aグリーン,レギュラー,70.5,126,6365
みさの・アウト-みさの・イン,Aグリーン,シニア,68.0,119,5685
みさの・アウト-みさの・イン,Bグリーン,チャンピオン,73.4,135,7044
みさの・アウト-みさの・イン,Bグリーン,バック,71.9,130,6720
みさの・アウト-みさの・イン,Bグリーン,レギュラー,70.5,126,6401
みさの・アウト-みさの・イン,Bグリーン,シニア,68.0,119,5727
