Course,Green,Tee,CR,SR,Yards
中-西,ベントB,バック,73.7,139,7043
中-西,ベントB,レギュラー,71.4,134,6569
中-西,ベントB,フロント,69.2,130,6086
中-西,ベントB,レディース,66.5,125,5487
中-西,ベントA,バック,73.2,139,6930
中-西,ベントA,レギュラー,71.0,133,6452
中-西,ベントA,フロント,68.8,129,5967
中-西,ベントA,レディース,66.1,124,5384
西-東,ベントB,バック,73.3,137,6939
西-東,ベントB,レギュラー,71.0,133,6471
西-東,ベントB,フロント,69.2,129,6064
西-東,ベントB,レディース,66.6,125,5489
西-東,ベントA,バック,72.7,137,6827
西-東,ベントA,レギュラー,70.6,132,6358
西-東,ベントA,フロント,68.7,129,5949
西-東,ベントA,レディース,66.1,123,5376
東-中,ベントB,バック,73.2,138,6914
東-中,ベントB,レギュラー,71.2,134,6510
東-中,ベントB,フロント,69.2,129,6052
東-中,ベントB,レディース,66.7,125,5494
東-中,ベントA,バック,72.7,138,6813
東-中,ベントA,レギュラー,70.8,132,6404
東-中,ベントA,フロント,68.7,129,5946
東-中,ベントA,レディース,66.2,124,5396
