Course,Green,Tee,CR,SR,Yards
袖ケ浦アウト-袖ケ浦イン,ニューグリーン,バック,74.1,135,7138
袖ケ浦アウト-袖ケ浦イン,ニューグリーン,レギュラー,72.2,132,6663
袖ケ浦アウト-袖ケ浦イン,ニューグリーン,フロント1,70.7,128,6382
袖ケ浦アウト-袖ケ浦イン,オールドグリーン,バック,71.7,130,6651
袖ケ浦アウト-袖ケ浦イン,オールドグリーン,レギュラー,69.6,126,6184
袖ケ浦アウト-袖ケ浦イン,オールドグリーン,フロント1,68.3,124,5911
新袖アウト-新袖イン,ニューグリーン,バック,72.2,131,6869
新袖アウト-新袖イン,ニューグリーン,レギュラー,70.5,126,6519
新袖アウト-新袖イン,ニューグリーン,フロント1,69.5,123,6265
新袖アウト-新袖イン,ニューグリーン,フロント2,67.5,117,5734
新袖アウト-新袖イン,オールドグリーン,バック,71.7,130,6745
新袖アウト-新袖イン,オールドグリーン,レギュラー,70.0,125,6395
新袖アウト-新袖イン,オールドグリーン,フロント1,69.1,122,6141
新袖アウト-新袖イン,オールドグリーン,フロント2,67.1,116,5610
